str_no_string|¡NO STRING!
str_em_with_regard_to_her_ladyship_we_were_looking_specifically_for_a_groom_of_some_distinction|Em... Con respecto a la dama, estamos buscando concretamente un prometido de cierta distinción.
str_it_is_too_early_for_you_to_be_speaking_of_such_things_you_are_still_making_your_mark_in_the_world|Es muy pronto para que habléis en esos términos. Aún os estáis labrando un nombre en el mundo.
str_you_dont_serve_the_s4_so_id_say_no_one_day_we_may_be_at_war_and_i_prefer_not_to_have_to_kill_my_inlaws_if_at_all_possible|No servís a los {s4}, así que diría que no. Algún día puede que estemos en guerra, y prefiero no tener que matar a mis hijos políticos si puedo evitarlo.
str_as_you_are_not_a_vassal_of_the_s4_i_must_decline_your_request_the_twists_of_fate_may_mean_that_we_will_one_day_cross_swords_and_i_would_hope_not_to_make_a_widow_of_a_lady_whom_i_am_obligated_to_protect|Como no sois vasallo de los {s4}, debo rechazar vuestra petición. Los vaivenes del destino pueden hacer que algún día crucemos nuestras espadas, y no me gustaría convertir en viuda a una dama a quien estoy obligado a proteger.
str_as_you_are_not_a_pledged_vassal_of_our_liege_with_the_right_to_hold_land_i_must_refuse_your_request_to_marry_into_our_family|Como no sois un vasallo juramentado a nuestro señor, con derechos a poseer tierras, debo rechazar vuestra petición de matrimonio en el seno de esta familia.
str_look_here_lad__the_young_s14_has_been_paying_court_to_s16_and_youll_have_to_admit__hes_a_finer_catch_for_her_than_you_so_lets_have_no_more_of_this_talk_shall_we|Mirad, muchacho... el joven {s14} ha estado cortejando a {s16} y, tendréis que admitirlo, para ella es bastante mejor partido que vos. Así que dejemos de hablar de este asunto, ¿de acuerdo?
str_i_do_not_care_for_you_sir_and_i_consider_it_my_duty_to_protect_the_ladies_of_my_household_from_undesirable_suitors|No me interesáis, señor, y considero mi deber proteger a las damas de mi familia de pretendientes indeseables...
str_hmm_young_girls_may_easily_be_led_astray_so_out_of_a_sense_of_duty_to_the_ladies_of_my_household_i_think_i_would_like_to_get_to_know_you_a_bit_better_we_may_speak_of_this_at_a_later_date|Hum. Las muchachas jóvenes se descarrían fácilmente, así que por mi obligación hacia las damas de mi familia creo que me gustaría conoceros un poco mejor. Podemos seguir hablando de esto más adelante.
str_you_may_indeed_make_a_fine_match_for_the_young_mistress|Puede ser un enlace interesante para la joven dama, sin duda.
str_madame__given_our_relations_in_the_past_this_proposal_is_most_surprising_i_do_not_think_that_you_are_the_kind_of_woman_who_can_be_bent_to_a_hushands_will_and_i_would_prefer_not_to_have_our_married_life_be_a_source_of_constant_acrimony|Señora... dadas las relaciones que hemos tenido en el pasado, esta proposición me sorprende mucho. No creo que seáis la clase de mujer que puede doblegarse a la voluntad de su marido, y preferiría que nuestro matrimonio no fuese motivo constante de acritud.
str_i_would_prefer_to_marry_a_proper_maiden_who_will_obey_her_husband_and_is_not_likely_to_split_his_head_with_a_sword|Preferiría casarme con una doncella gentil que obedezca a su marido, y no una que sea capaz de abrirle la cabeza en dos.
str_my_lady_while_i_admire_your_valor_you_will_forgive_me_if_i_tell_you_that_a_woman_like_you_does_not_uphold_to_my_ideal_of_the_feminine_of_the_delicate_and_of_the_pure|Mi señora, aunque admiro vuestro valor, me perdonaréis si os digo que una mujer como vos no cumple mi ideal de lo femenino, delicado y puro.
str_nah_i_want_a_woman_wholl_keep_quiet_and_do_what_shes_told_i_dont_think_thats_you|Nah. Quiero una mujer que esté callada y que haga lo que se le diga. No creo que ésa seáis vos.
str_my_lady_you_are_possessed_of_great_charms_but_no_properties_until_you_obtain_some_to_marry_you_would_be_an_act_of_ingratitude_towards_my_ancestors_and_my_lineage|Mi señora, poseéis grandes cualidades, pero no propiedades. Hasta que no obtengáis alguna, casarme con vos sería un acto de ingratitud hacia mis ancestros y mi linaje.
str_my_lady_you_are_a_woman_of_no_known_family_of_no_possessions__in_short_a_nobody_do_you_think_that_you_are_fit_to_marry_into_may_family|Mi señora, sois una mujer sin familia conocida, y sin posesiones... en definitiva, una don nadie. ¿Creéis que sois digna de entrar a formar parte de mi familia?
str_my_lady__forgive_me__the_quality_of_our_bond_is_not_of_the_sort_which_the_poets_tell_us_is_necessary_to_sustain_a_happy_marriage|Mi señora, perdonadme, la calidad de nuestro enlace difiere de lo que los poetas consideran necesario para fundar un matrimonio feliz.
str_um_i_think_that_if_i_want_to_stay_on_s4s_good_side_id_best_not_marry_you|Um, creo que si quiero seguir en buenos términos con {s4}, es mejor que no me case con vos.
str_you_serve_another_realm_i_dont_see_s4_granting_reg4herhis_blessing_to_our_union|Servís a otro reino. No me imagino al {s4} concediendo su bendición a nuestra unión.
str_madame_my_heart_currently_belongs_to_s4|Señora, mi corazón pertenece ya a {s4}.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_shall_give_your_proposal_consideration|Mi señora, sois una mujer de gran espíritu y valentía, poseedora de belleza, gracia e ingenio. Consideraré vuestra propuesta.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_would_be_most_honored_were_you_to_become_my_wife|Mi señora, sois una mujer de gran espíritu y valentía, poseedora de belleza, gracia e ingenio. Me sentiría honrado de aceptaros como esposa.
str_ah__kais_and_layali__such_a_sad_tale_many_a_time_has_it_been_recounted_for_my_family_by_the_wandering_poets_who_come_to_our_home_and_it_has_never_failed_to_bring_tears_to_our_eyes|Ah... 'Kais y Layali', qué historia tan triste. Muchas veces la han narrado para mi familia poetas errantes llegados a nuestro hogar, y nunca ha dejado de llenar nuestros ojos de lágrimas.
str_kais_and_layali_three_hundred_stanzas_of_pathetic_sniveling_if_you_ask_me_if_kais_wanted_to_escape_heartbreak_he_should_have_learned_to_live_within_his_station_and_not_yearn_for_what_he_cannot_have|¿'Kais y Layali'? Trescientas estrofas de lloriqueos patéticos, en mi opinión. Si Kais quería evitar que le rompieran el corazón, debería haber aprendido a vivir con los de su clase, en vez de aspirar a lo que no podía tener.
str_kais_and_layali_no_one_should_ever_have_written_such_a_sad_poem_if_it_was_the_destiny_of_kais_and_layali_to_be_together_than_their_love_should_have_conquered_all_obstacles|¿'Kais y Layali'? ¡Nunca debería haberse escrito un poema tan triste! ¡Si el destino de Kais y Layali era el de estar juntos, su amor debería haber superado todos los obstáculos!
str_ah_kais_and_layali_a_very_old_standby_but_moving_in_its_way|Ah, 'Kais y Layali.' Un poema muy viejo y socorrido, pero no deja de ser conmovedor.
str_the_saga_of_helgered_and_kara_such_happy_times_in_which_our_ancestors_lived_women_like_kara_could_venture_out_into_the_world_like_men_win_a_name_for_themselves_and_not_linger_in_their_husbands_shadow|¿La saga de 'Helgered y Kara'? ¡Qué felices tiempos aquéllos en que vivían nuestros ancestros! Las mujeres como Kara podían aventurarse en el mundo como los hombres, hacerse un nombre, y no palidecer a la sombra de sus maridos.
str_ah_the_saga_of_helgered_and_kara_now_there_was_a_lady_who_knew_what_she_wanted_and_was_not_afraid_to_obtain_it|Ah, la saga de 'Helgered y Kara'. Ésa sí que era una mujer que sabía lo que quería, y no tenía miedo de ir a buscarlo.
str_the_saga_of_helgered_and_kara_a_terrible_tale__but_it_speaks_of_a_very_great_love_if_she_were_willing_to_make_war_on_her_own_family|¿La saga de 'Helgered y Kara'? Una historia terrible, relato de un gran amor, siempre y cuando ella estuviera dispuesta a luchar contra su propia familia.
str_the_saga_of_helgered_and_kara_as_i_recall_kara_valued_her_own_base_passions_over_duty_to_her_family_that_she_made_war_on_her_own_father_i_have_no_time_for_a_poem_which_praises_such_a_woman|¿La saga de 'Helgered y Kara'? Según yo recuerdo, Kara valoraba sus instintos animales por encima de las obligaciones hacia su familia, de forma que llegó a luchar contra su propio padre. No tengo tiempo que perder con un poema que ensalza a una mujer así!
str_the_saga_of_helgered_and_kara_how_could_a_woman_don_armor_and_carry_a_sword_how_could_a_man_love_so_ungentle_a_creature|¿La saga de 'Helgered y Kara'? ¿Cómo podía una mujer ponerse una armadura y llevar una espada? ¿Cómo podría un hombre amar a una criatura tan poco femenina?
str_a_conversation_in_the_garden_i_cannot_understand_the_lady_in_that_poem_if_she_loves_the_man_why_does_she_tease_him_so|¿'Una Conversación en el Jardín'? No entiendo a la dama de ese poema. Si ama a ese hombre, ¿cómo puede reírse así de él?
str_a_conversation_in_the_garden_let_us_see__it_is_morally_unedifying_it_exalts_deception_it_ends_with_a_maiden_surrendering_to_her_base_passions_and_yet_i_cannot_help_but_find_it_charming_perhaps_because_it_tells_us_that_love_need_not_be_tragic_to_be_memorable|¿'Una Conversación en el Jardín'? Veamos... moralmente es poco edificante, exalta el engaño, termina con una doncella entregándose a sus pasiones más animales... Y sin embargo no puedo evitar encontrarle su encanto, tal vez porque nos dice que el amor no tiene por qué ser trágico sino memorable.
str_a_conversation_in_the_garden_now_that_is_a_tale_every_lady_should_know_by_heart_to_learn_the_subtleties_of_the_politics_she_must_practice|¿'Una Conversación en el Jardín'? ¡Ésa sí que es una historia que toda dama debería saberse de memoria, para aprender a manejar los entresijos políticos!
str_a_conversation_in_the_garden_it_is_droll_i_suppose__although_there_is_nothing_there_that_truly_stirs_my_soul|¿'Una Conversación en el Jardín'? Es graciosa, supongo... aunque no hay nada en ella en me inspire especialmente.
str_storming_the_fortress_of_love_ah_yes_the_lady_sits_within_doing_nothing_while_the_man_is_the_one_who_strives_and_achieves_i_have_enough_of_that_in_my_daily_life_why_listen_to_poems_about_it|¿'Asalto a la Fortaleza del Amor'? Ah, sí, La dama está sentada dentro sin hacer nada, mientras que el hombre es el que se esfuerza y lo consigue. Ya tengo bastante de eso en mi vida diaria. ¿Para qué quiero escuchar más poemas al respecto?
str_storming_the_fortress_of_love_ah_yes_an_uplifting_tribute_to_the_separate_virtues_of_man_and_woman|¿'Asalto a la Fortaleza del Amor'? Ah, sí. Un edificante tributo a las distintivas virtudes de hombres y mujeres.
str_storming_the_fortress_of_love_ah_yes_but_although_it_is_a_fine_tale_of_virtues_it_speaks_nothing_of_passion|¿'Asalto a la Fortaleza del Amor'? Ah, sí. Pero aunque es un bonito cuento sobre las virtudes, ¡no habla para nada de pasión!
str_storming_the_fortress_of_love_ah_a_sermon_dressed_up_as_a_love_poem_if_you_ask_me|¿'Asalto a la Fortaleza del Amor'? Ah... Un sermón vestido de poema de amor, en mi opinión.
str_a_hearts_desire_ah_such_a_beautiful_account_of_the_perfect_perfect_love_to_love_like_that_must_be_to_truly_know_rapture|¿'Un Deseo del Corazón'? Ah, ¡qué bello relato sobre el amor perfecto! ¡Amar así debe ser conocer el éxtasis!
str_a_hearts_desire_silly_if_you_ask_me_if_the_poet_desires_a_lady_then_he_should_endeavor_to_win_her__and_not_dress_up_his_desire_with_a_pretense_of_piety|¿'Un Deseo del Corazón'? Una tontería, en mi opinión. ¡Si el poeta desea a una dama, debería esforzarse para ganársela, y no vestir su deseo con aspavientos de piedad!
str_a_hearts_desire_hmm__it_is_an_interesting_exploration_of_earthly_and_divine_love_it_does_speak_of_the_spiritual_quest_which_brings_out_the_best_in_man_but_i_wonder_if_the_poet_has_not_confused_his_yearning_for_higher_things_with_his_baser_passions|¿'Un Deseo del Corazón'? Hum... es una exploración interesante del amor divino y terrenal. Habla de la búsqueda espiritual que hace aflorar lo mejor de cada hombre, pero me pregunto si el poeta no ha confundido su deseo por sentimientos elevados con sus pasiones más básicas.
str_a_hearts_desire_oh_yes__it_is_very_worthy_and_philosophical_but_if_i_am_to_listen_to_a_bard_strum_a_lute_for_three_hours_i_personally_prefer_there_to_be_a_bit_of_a_story|¿'Un Deseo del Corazón'? Oh, sí, es muy loable y filosófico. Pero si tengo que escuchar a un bardo aporrear su lira durante tres horas, yo al menos prefiero que haya alguna historia detrás.
str_reg3_units_of_s4_for_reg5_guests_and_retinue|{reg3} unidades de {s4} para invitados y séquito {reg5} 
str_reg3_units_of_spice_of_reg5_to_be_consumed|{reg3} unidades de especias de {reg5} a consumir
str_reg3_units_of_oil_of_reg5_to_be_consumed|{reg3} unidades de aceite de {reg5} a consumir
str_of_food_which_must_come_before_everything_else_the_amount_is_s8|De comida, que debe ser lo principal, la cantidad es {s8}
str_s9_and_the_variety_is_s8_|{s9} y la variedad es {s8}. 
str_s9_of_drink_which_guests_will_expect_in_great_abundance_the_amount_is_s8|{s9} De bebida, que los invitados esperarán que sea muy abundante, la cantidad es {s8}
str_s9_of_spice_which_is_essential_to_demonstrate_that_we_spare_no_expense_as_hosts_the_amount_is_s8_|{s9} De especias, que es esencial para demostrar que no reparamos en gastos como anfitriones, la cantidad es {s8}. 
str_s9_of_oil_which_we_shall_require_to_light_the_lamps_the_amount_is_s8|{s9} De aceite, que necesitaremos para encender las lámparas, la cantidad es {s8}.
str_s9_overall_our_table_will_be_considered_s8|{s9} En total, nuestra mesa será considerada {s8}.
str_rebel|rebelde
str_bandit|bandido
str_relation_of_prisoner_with_captor_is_reg0|relación de prisionero con captor es {reg0}
str_s5_suffers_attrition_reg3_x_s4|{s5} sufre desgaste: {reg3} x {s4}
str_s10_said_on_s1_s11__|{s10} dijo en {s1}: {s11}^^
str_totalling_casualties_caused_during_mission|Bajas totales causadas durante la misión...
str_removing_s4_from_s5|Eliminando {s4} de {s5}
str_s4_joins_prison_break|{s4} se une a la fuga de la prisión
str_helper_is_spawned|reaparición de ayudante.
str_leaving_area_during_prison_break|Dejando el área durante la fuga de prisión
str_talk_to_the_trainer|Hablar con el entrenador.
str_woman|mujer
str_man|hombre
str_noble|noble
str_common|plebeyo
str_may_find_that_you_are_able_to_take_your_place_among_calradias_great_lords_relatively_quickly|puede que seáis capaz de ocupar vuestro lugar entre los grandes señores de Calradia relativamente pronto
str_may_face_some_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords|puede que tengáis algunas dificultades para estableceros como un igual entre los grandes señores de Calradia
str_may_face_great_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords|puede que tengáis grandes dificultades para estableceros como un igual entre los grandes señores de Calradia
str_current_party_morale_is_reg5_current_party_morale_modifiers_are__base_morale__50_party_size_s2reg1_leadership_s3reg2_food_variety_s4reg3s5s6_recent_events_s7reg4_total__reg5___|Moral actual del grupo es {reg5}.^Modificadores de moral del grupo actuales son:^^Moral base:  +50^Tamaño del grupo: {s2}{reg1}^Liderazgo: {s3}{reg2}^Variedad de comida: {s4}{reg3}{s5}{s6}^Eventos recientes: {s7}{reg4}^TOTAL:  {reg5}^^^
str_s1extra_morale_for_s9_troops__reg6_|{s1}Moral extra para tropas {s9}: {reg6}^
str_courtships_in_progress_|Cortejos en progreso:^
str_s1_s2_relation_reg3_last_visit_reg4_days_ago|{s1}^{s2}, relación {reg3}, última visita hace {reg4} días
str_s1__poems_known|{s1}^^Poemas memorizados:
str_s1_storming_the_castle_of_love_allegoric|{s1}^Asalto a la Fortaleza del Amor (Alegórico)
str_s1_kais_and_layali_tragic|{s1}^Kais y Layali (Trágico)
str_s1_a_conversation_in_the_garden_comic|{s1}^Una Conversación en el Jardín (Cómico)
str_s1_helgered_and_kara_epic|{s1}^Helgered y Kara (Épico)
str_s1_a_hearts_desire_mystic|{s1}^Un Deseo del Corazón (Místico)
str_no_companions_in_service|Sin compañeros en servicio
str_gathering_support|Reuniendo apoyos
str_expected_back_imminently|A punto de regresar
str_expected_back_in_approximately_reg3_days|Regreso en aproximadamente {reg3} días
str_gathering_intelligence|Recogiendo informes de inteligencia
str_diplomatic_embassy_to_s9|Embajada diplomática para {s9}
str_serving_as_minister|Actuando de administrador
str_in_your_court_at_s9|En vuestra corte de {s9}
str_under_arms|En armas
str_in_your_party|En vuestro grupo
str_attacking_enemy_army_near_s11|Atacando ejército enemigo cerca de {s11}
str_holding_feast_at_s11|Celebrando un banquete en {s11}
str_s9s10_current_state_s11_hours_at_current_state_reg3_current_strategic_thinking_s14_marshall_s12_since_the_last_offensive_ended_reg4_hours_since_the_decisive_event_reg10_hours_since_the_last_rest_reg9_hours_since_the_last_feast_ended_reg5_hours_percent_disgruntled_lords_reg7_percent_restless_lords_reg8__|{s9}{s10}^Estado actual: {s11}^Horas en estado actual: {reg3}^Consideraciones estratégicas actuales: {s14}^Mariscal: {s12}^Desde que terminó la última ofensiva: {reg4} horas^Desde el último evento decisivo: {reg10} horas^Desde el último descanso de más de 18h: {reg9} horas^Desde que terminó el último banquete: {reg5} horas^Porcentaje de señores disgustados: {reg7}%^Porcentaje de señores inquietos: {reg8}%^^
str__right_to_rule_reg12|^Derecho a gobernar: {reg12}.
str_political_arguments_made_legality_reg3_rights_of_lords_reg4_unificationpeace_reg5_rights_of_commons_reg6_fief_pledges_reg7|Argumentos políticos expuestos:^Legalidad: {reg3}^Derechos de los señores: {reg4}^Unificación/paz: {reg5}^Derechos de los plebeyos: {reg6}^Feudos juramentados: {reg7}
str_renown_reg2_honour_rating_reg3s12_friends_s8_enemies_s6_s9|Renombre: {reg2}.^Grado de honor: {reg3}.{s12}^Amigos: {s8}.^Enemigos: {s6}.^{s9}
str_you_lie_stunned_for_several_minutes_then_stagger_to_your_feet_to_find_your_s10_standing_over_you_you_have_lost_the_duel|Yacéis en el suelo inconsciente varios minutos, luego os ponéis en pie tambaleante para encontrar a vuestro {s10} de pie ante vos. Habéis perdido el duelo.
str_s10_lies_in_the_arenas_dust_for_several_minutes_then_staggers_to_his_feet_you_have_won_the_duel|{s10} yace en el polvo de la arena varios minutos, luego se pone en pie tambaleante. Habéis ganado el duelo
str__this_castle_is_temporarily_under_royal_control| Este castillo se encuentra temporalmente bajo control real.
str__this_castle_does_not_seem_to_be_under_anyones_control| Este castillo no parece estar bajo el control de nadie.
str__this_town_is_temporarily_under_royal_control| Esta ciudad se encuentra temporalmente bajo control real.
str__the_townspeople_seem_to_have_declared_their_independence| La gente de la ciudad parece haberse declarado independiente.
str_to_your_husband_s11|a vuestro esposo, {s11}.
str__you_see_the_banner_of_your_wifehusband_s7_over_the_castle_gate| Veis el estandarte de {vuestra esposa/vuestro esposo}, {s7}, sobre las puertas del castillo.
str__the_banner_of_your_wifehusband_s7_flies_over_the_town_gates| El estandarte de {vuestra esposa/vuestro esposo}, {s7}, ondea sobre las puertas del castillo.
str__the_lord_is_currently_holding_a_feast_in_his_hall|^El señor está celebrando ahora mismo un banquete en sus salones.
str__join_the_feast| (unirse al banquete)
str_belligerent_drunk_in_s4|Borracho beligerante en {s4}
str_belligerent_drunk_not_found|No se encontró borracho beligerante
str_roughlooking_character_in_s4|Individuo de aspecto siniestro en {s4}
str_roughlooking_character_not_found|No se encontró individuo de aspecto siniestro
str__however_you_have_sufficiently_distinguished_yourself_to_be_invited_to_attend_the_ongoing_feast_in_the_lords_castle|. Sin embargo, os habéis distinguido lo suficiente para recibir una invitación al banquete que está celebrándose ahora en el castillo del señor.
str_s8_you_are_also_invited_to_attend_the_ongoing_feast_in_the_castle|{s8}. También recibís invitación para acudir al banquete del castillo.
str_s11_unfortunately_s12_was_wounded_and_had_to_be_left_behind|{s11} Por desgracia, {s12} sufrió heridas y tuvo que quedarse atrás.
str_s11_also_s12_was_wounded_and_had_to_be_left_behind|{s11} Además, {s12} sufrió heridas y tuvo que quedarse atrás.
str_with_the_s10|con el {s10}
str_outside_calradia|fuera de Calradia.
str_you_have_been_indicted_for_treason_to_s7_your_properties_have_been_confiscated_and_you_would_be_well_advised_to_flee_for_your_life|Habéis sido {acusado/acusada} de traición hacia {s7}. Vuestras propiedades han sido confiscadas y haríais bien en huir para salvar vuestra vida.
str_by_order_of_s6_s4_of_the_s5_has_been_indicted_for_treason_the_lord_has_been_stripped_of_all_reg4herhis_properties_and_has_fled_for_reg4herhis_life_he_is_rumored_to_have_gone_into_exile_s11|Por orden de {s6}, {s4} de {s5} ha sido acusado de traición. Al señor se le han arrebatado todas sus propiedades, y ha huido para salvar su vida. Se rumorea que se ha exiliado {s11}
str_local_notables_from_s1_a_village_claimed_by_the_s4_have_been_mistreated_by_their_overlords_from_the_s3_and_petition_s5_for_protection|personas notables de {s1}, una aldea reclamada por el {s4}, han sido maltratadas por sus señores del {s3} y han solicitado protección a {s5}
str_villagers_from_s1_stole_some_cattle_from_s2|campesinos de {s1} robaron ganado de {s2}
str_villagers_from_s1_abducted_a_woman_from_a_prominent_family_in_s2_to_marry_one_of_their_boys|campesinos de {s1} secuestraron a una mujer de una familia prominente en {s2} para casarla con uno de sus chicos
str_villagers_from_s1_killed_some_farmers_from_s2_in_a_fight_over_the_diversion_of_a_stream|campesinos de {s1} mataron a algunos granjeros de {s2} en una pelea sobre el desvío de un arroyo
str_your_new_minister_|Vuestro nuevo administrador 
str_s10_is_your_new_minister_and_|{s10} es vuestro nuevo administrador, y 
str_due_to_the_fall_of_s10_your_court_has_been_relocated_to_s12|Debido a la pérdida de {s10}, vuestra corte se ha trasladado a {s12}
str_after_to_the_fall_of_s10_your_faithful_vassal_s9_has_invited_your_court_to_s11_|Tras la pérdida de {s10}, vuestro leal vasallo {s9} os ha invitado a su corte en {s11} 
str_after_to_the_fall_of_s11_your_court_has_nowhere_to_go|Tras la pérdida de {s11}, vuestra corte no tiene dónde ir
str_s8_wishes_to_inform_you_that_the_lords_of_s9_will_be_gathering_for_a_feast_at_his_great_hall_in_s10_and_invites_you_to_be_part_of_this_august_assembly|{s8} desea informaros de que los señores de {s9} se reunirán para un banquete en sus salones de {s10}, y os invitan a formar parte de tan augusta asamblea.
str_consult_with_s11_at_your_court_in_s12|Consulta con {s11} en vuestra corte de {s12}
str_as_brief_as_our_separation_has_been_the_longing_in_my_heart_to_see_you_has_made_it_seem_as_many_years|Por corta que haya sido nuestra separación, mis ansias por veros la han hecho parecer de varios años.
str_although_it_has_only_been_a_short_time_since_your_departure_but_i_would_be_most_pleased_to_see_you_again|Aunque sólo haya pasado un breve periodo desde vuestra marcha, me complace enormemente volver a veros.
str_although_i_have_received_no_word_from_you_for_quite_some_time_i_am_sure_that_you_must_have_been_very_busy_and_that_your_failure_to_come_see_me_in_no_way_indicates_that_your_attentions_to_me_were_insincere_|Aunque no he recibido noticias de vos desde hace algún tiempo, tengo la seguridad de que os han retenido múltiples ocupaciones y de que vuestra ausencia no ha sido debida a que vuestras atenciones hacia mí fueran poco sinceras.
str_i_trust_that_you_have_comported_yourself_in_a_manner_becoming_a_gentleman_during_our_long_separation_|Confío en que os hayáis comportado como corresponde a un caballero durante nuestra larga separación. 
str_it_has_been_many_days_since_you_came_and_i_would_very_much_like_to_see_you_again|Hace muchos días que no venís, y me gustaría mucho veros de nuevo.
str__you_should_ask_my_s11_s16s_permission_but_i_have_no_reason_to_believe_that_he_will_prevent_you_from_coming_to_see_me| Deberíais solicitar permiso de mi {s11} {s16}, pero no encuentro motivos para creer que él os prohíba venir a verme.
str__you_should_first_ask_her_s11_s16s_permission|. Deberíais primero pedir el permiso de su {s11} {s16}
str__alas_as_we_know_my_s11_s16_will_not_permit_me_to_see_you_however_i_believe_that_i_can_arrange_away_for_you_to_enter_undetected| Por desgracia, como ya sabemos, mi {s11} {s16} no me permite veros. Sin embargo, creo que puedo encontrar la forma de que entréis sin ser detectado.
str__as_my_s11_s16_has_already_granted_permission_for_you_to_see_me_i_shall_expect_your_imminent_arrival| Como mi {s11} {s16} ya me ha dado permiso para que vengáis a verme, espero vuestra llegada inminente.
str_visit_s3_who_was_last_at_s4s18|Visita a {s3}, que estuvo por última vez en {s4}{s18}
str_the_guards_at_the_gate_have_been_ordered_to_allow_you_through_you_might_be_imagining_things_but_you_think_one_of_them_may_have_given_you_a_wink|Se ha ordenado a los guardias de la puerta que os permitan el paso. Tal vez sea vuestra imaginación, pero os parece que uno de ellos os guiña el ojo
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_don_this_dress_and_throw_the_hood_over_your_face_i_will_smuggle_you_inside_the_castle_to_meet_her_in_the_guise_of_a_skullery_maid__the_guards_will_not_look_too_carefully_but_i_beg_you_for_all_of_our_sakes_be_discrete|Los guardias os miran amenazadores, y no osáis pedirles permiso para pasar. Sin embargo, mientras camináis de vuelta hacia vuestros aposentos, una anciana dama vestida de negro se os acerca. 'Soy la nodriza de {s11},' susurra urgentemente. 'Poneos este vestido y echaos la capucha sobre la cara. Os introduciré a escondidas en el castillo para que os encontréis con ella disfrazado de criada... los guardias no se fijarán mucho. Pero os lo ruego, por nuestro bien, ¡sed discreto!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_wait_for_a_while_by_the_spring_outside_the_walls_i_will_smuggle_her_ladyship_out_to_meet_you_dressed_in_the_guise_of_a_shepherdess_but_i_beg_you_for_all_of_our_sakes_be_discrete|Los guardias os miran amenazadores, y no osáis pedirles permiso para pasar. Sin embargo, mientras camináis de vuelta hacia vuestros aposentos, una anciana dama vestida de negro se os acerca. 'Soy la nodriza de {s11},' susurra urgentemente. 'Esperad un rato en la fuente que hay en el exterior de los muros. Sacaré a escondidas a mi señora para que os encontréis, disfrazada de pastora. Pero os lo ruego, por nuestro bien, ¡sed discreto!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_her_ladyship_asks_me_to_say_that_yearns_to_see_you_but_that_you_should_bide_your_time_a_bit_her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous|Los guardias os miran amenazadores, y no osáis pedirles permiso para pasar. Sin embargo, mientras camináis de vuelta hacia vuestros aposentos, una anciana dama vestida de negro se os acerca. 'Soy la nodriza de {s11},' susurra urgentemente. 'La señora me ha pedido que os diga que ansía veros, pero que debéis esperar un poco más. La señora dice que organizar un encuentro clandestino tan pronto tras vuestra última visita sería demasiado peligroso.'
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter|Los guardias os miran amenazadores, y no osáis pedirles permiso para pasar.
str_party_with_commander_mismatch__check_log_for_details_|Grupo con comandante equivocado - comprobar detalles en el log  
str_doing_political_calculations_for_s9|Haciendo cálculos políticos para {s9}
str_current_wealth_reg1|Riqueza actual: {reg1}
str_wanted_bandits_spotted_by_s4|Bandidos buscados localizados cerca de {s4}
str_s4_ready_to_voice_objection_to_s3s_mission_if_in_party|{s4} dispuesto a objetar a la misión de {s3}, si está en el grupo
str_strange_that_one_didnt_seem_like_your_ordenary_troublemaker_he_didnt_drink_all_that_much__he_just_stood_there_quietly_and_watched_the_door_you_may_wish_to_consider_whether_you_have_any_enemies_who_know_you_are_in_town_a_pity_that_blood_had_to_be_spilled_in_my_establishment|Qué extraño. Ése no me parecía el típico alborotador. No bebía tanto... solía quedarse ahí, callado, y mirando la puerta. Deberíais considerar si tenéis enemigos que saben que estáis en la ciudad... Una pena que haya corrido la sangre en mi establecimiento...
str_you_never_let_him_draw_his_weapon_still_it_looked_like_he_was_going_to_kill_you_take_his_sword_and_purse_i_suppose_he_was_trouble_but_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|No le dejasteis que sacara su arma... Aún así, parecía que iba a mataros. Podéis coger su espada y su bolsa, supongo. Era problemático, pero no es bueno para un establecimiento que su nombre se asocie al de un lugar donde matan a gente.
