1637
qstr_res_cape1 res_cape1
qstr__You_remember_that_t _You_remember_that_this_village_and_the_surrounding_lands_belong_to_{s7}.
qstr__These_lands_belong_ _These_lands_belong_to_no_one.
qstr_{!}_{s3}__{reg9}_. {!}_{s3}_({reg9}).
qstr__The_village_is_infe _The_village_is_infested_by_{reg8}_{s35}.
qstr__The_village_has_bee _The_village_has_been_looted._A_handful_of_souls_scatter_as_you_pass_through_the_burnt_out_houses.
qstr__The_village_is_bein _The_village_is_being_raided.
qstr_soldiers soldiers
qstr_rebels rebels
qstr_No_one_here_seems_to No_one_here_seems_to_be_willing_to_join_your_party.
qstr_One_{s3}_volunteers_ One_{s3}_volunteers_to_follow_you.
qstr_{reg5}_{s3}_voluntee {reg5}_{s3}_volunteer_to_follow_you.
qstr_Try_as_you_might_you Try_as_you_might,_you_could_not_defeat_the_bandits._Infuriated,_they_raze_the_village_to_the_ground_to_punish_the_peasants,_and_then_leave_the_burning_wasteland_behind_to_find_greener_pastures_to_plunder.
qstr_village village
qstr_town town
qstr_castle castle
qstr_{!}{s0} {!}{s0}
qstr_{!}{s18}_{s0} {!}{s18},_{s0}
qstr_The_{s17}_has_no_imp The_{s17}_has_no_improvements.
qstr_The_{s17}_has_the_fo The_{s17}_has_the_following_improvements:{s18}.
qstr_The_assasins_beat_yo The_assasins_beat_you_down_and_leave_you_for_dead._.
qstr_You_have_fallen._The You_have_fallen._The_bandits_quickly_search_your_body_for_every_coin_they_can_find,_then_vanish_into_the_night._They_have_left_you_alive,_if_only_barely.
qstr_Luckily_some_of_your Luckily_some_of_your_companions_come_to_search_for_you_when_you_do_not_return,_and_find_you_lying_by_the_side_of_the_road._They_hurry_you_to_safety_and_dress_your_wounds.
qstr_Luckily_some_passing Luckily_some_passing_townspeople_find_you_lying_by_the_side_of_the_road,_and_recognise_you_as_something_other_than_a_simple_beggar._They_carry_you_to_the_nearest_inn_and_dress_your_wounds.
qstr_You_fail_to_steal_an You_fail_to_steal_any_cattle.
qstr_You_drive_away_{reg1 You_drive_away_{reg17}_{reg12?heads:head}_of_cattle_from_the_village's_herd.
qstr_{!}DEBUG____Prosperi {!}DEBUG_--_Prosperity:_{reg4}
qstr_You_are_at_{s2}. You_are_at_{s2}.
qstr__You_see_the_flag_of _You_see_the_flag_of_{s7}_over_the_fort_gate.
qstr__This_castle_has_no_ _This_castle_has_no_garrison.
qstr__Your_own_flag_flies _Your_own_flag_flies_over_the_town_gates.
qstr__You_see_the_flag_of_ _You_see_the_flag_of_{s7}_over_the_town_gates.
qstr__This_town_has_no_ga _This_town_has_no_garrison.
qstr__You_have_successful _You_have_successfully_sneaked_in.
qstr_{s13}_A_tournament_w {s13}_A_tournament_will_be_held_here_soon.
qstr___Join_the_commander _(Join_the_commanders'_meeteing)
qstr_{!}DEBUG___Current_t {!}DEBUG_-_Current_town_is_{s3},_but_also_checking_{s4}
qstr___{reg1}_pounds_per_ _({reg1}_pounds_per_night)
qstr_You_are_not_allowed_ You_are_not_allowed_here_(need_to_have_relation_with_faction_5_and_higher).
qstr_Moreover_you_earn_{r Moreover,_you_earn_{reg8}_pounds_from_the_clever_bets_you_placed_on_yourself...
qstr_Victory_is_yours!_Yo Victory_is_yours!_You_have_won_this_melee,_but_now_you_must_prepare_yourself_for_the_next_round._
qstr_You_have_been_bested You_have_been_bested_in_this_melee,_but_the_master_of_ceremonies_declares_a_recognition_of_your_skill_and_bravery,_allowing_you_to_take_part_in_the_next_round._
qstr_{!}{s11}^{s12} {!}{s11}^{s12}
qstr_You_were_beaten._The You_were_beaten._The_peasants_are_heartened_by_their_success,_but_the_lesson_you_wanted_to_teach_them_probably_didn't_get_through...
qstr_After_beating_your_l After_beating_your_last_opponent,_you_explain_to_the_peasants_how_to_better_defend_themselves_against_such_an_attack._Hopefully_they'll_take_the_experience_on_board_and_will_be_prepared_next_time.
qstr_The_bandits_are_brok The_bandits_are_broken!_Those_few_who_remain_alive_and_conscious_run_off_with_their_tails_between_their_legs,_terrified_of_the_peasants_and_their_new_champion.
qstr_{s1}_s_Ship {s1}'s_Ship
qstr_{!}DEBUG___{s1} {!}DEBUG_-_{s1}
qstr_However_{reg3?You_ar However,_{reg3?You_are:{s1}_is}_unable_to_find_any_trade_goods_that_would_bring_a_profit.
qstr_^Buying_{s4}_here_an ^Buying_{s4}_here_and_selling_it_at_{s5}_would_bring_a_profit_of_{reg6}_pounds_per_item.{s3}
qstr_{reg3?You_find:{s1}_ {reg3?You_find:{s1}_finds}_out_the_following:^{s3}
qstr_{s2}^{reg1}_{s1}_ear {s2}^{reg1}_{s1}_earned_{reg0}_experience.
qstr_{s2}^{s1}_earned_an_ {s2}^{s1}_earned_an_additional_{reg0}_experience.
qstr_^You_earned_{reg0}_e ^You_earned_{reg0}_experience.{s2}
qstr_The_training_didn_t_ The_training_didn't_go_well_at_all.
qstr_The_training_didn_t_g The_training_didn't_go_very_well.
qstr_The_training_went_qu The_training_went_quite_well.
qstr_The_training_went_ve The_training_went_very_well.
qstr_The_training_went_pe The_training_went_perfectly.
qstr_{s13}_asked_you_to_r {s13}_asked_you_to_report_to_him_with_at_least_{reg13}_troops.
qstr_{s13}_ordered_you_to {s13}_ordered_you_to_join_the_assault_against_{s14}.
qstr_Find_and_speak_with_ Find_and_speak_with_{s3}_of_{s4}_to_give_him_your_oath_of_homage.
qstr_There_has_been_an_al There_has_been_an_alleged_border_incident:_{s9}
qstr_{!}{s11}{s12} {!}{s11}{s12}
qstr_{!}DEBUG____Hours_si {!}DEBUG_--_Hours_since_last_feast_started:_{reg4}
qstr_^^Note_that_so_long_ ^^Note_that_so_long_as_you_remain_marshal,_the_lords_of_the_realm_will_be_expecting_you_to_lead_them_on_campaign._So,_if_you_are_awaiting_a_feast,_either_for_a_wedding_or_for_other_purposes,_you_may_wish_to_resign_the_marshalship_by_speaking_to_your_liege.
qstr_Temperature:_+{reg0} Temperature:_+{reg0}_C_^Pressure:_{reg1}_hPa_^Humidity:_{reg2}%_^Wind:_{reg3}_km/h_^Cloudiness:_{reg4}%_^Precipitation:_{reg5}%
qstr_Romanian_Principalit Romanian_Principalities
qstr_Kingdom_of_Wurttembe Kingdom_of_Wurttemberg
qstr_Principality_of_Serb Principality_of_Serbia
qstr_Kingdom_of_Bavaria Kingdom_of_Bavaria
qstr_Kingdom_of_Hannover Kingdom_of_Hannover
qstr_French_Empire French_Empire
qstr_Austrian_Empire Austrian_Empire
qstr_Kingdom_of_Sardinia Kingdom_of_Sardinia
qstr_Kingdom_of_Prussia Kingdom_of_Prussia
qstr_Principality_of_Bulg Principality_of_Bulgaria
qstr_French_Republic French_Republic
qstr_Austria_Hungary Austria-Hungary
qstr_Kingdom_of_Italy Kingdom_of_Italy
qstr_German_Empire German_Empire
qstr_Kingdom_of_Romania Kingdom_of_Romania
qstr_Kingdom_of_Serbia Kingdom_of_Serbia
qstr_Kingdom_of_Bulgaria Kingdom_of_Bulgaria
qstr_Kingdom_of_Norway Kingdom_of_Norway
qstr_Principality_of_Alba Principality_of_Albania
qstr_You_have_bought_a_fi You_have_bought_a_field_gun.
qstr_You_have_exceeded_pa You_have_exceeded_party_size_limit.
qstr_You_have_no_enough_m You_have_no_enough_money.
qstr_Not_available_in_thi Not_available_in_this_town.
qstr_You_have_bought_a_ho You_have_bought_a_howizer.
qstr_You_have_bought_a_he You_have_bought_a_heavy_howizer.
qstr_You_have_bought_a_ma You_have_bought_a_machine_gun.
qstr_Not_available_for_th Not_available_for_this_faction.
qstr_Declare_war_on_Serbi Declare_war_on_Serbia.
qstr_Join_league. Join_league.
qstr_Join_Serbia_and_Gree Join_Serbia_and_Greece_and_declare_war_on_Bulgaria.
qstr_Days_after_peaceful_ Days_after_peaceful_protests_began,_backlashes_from_many_organizations,_still_not_yet_bore_a_fruit._The_government_decided_to_ignore_the_demands_from_the_protesters._The_government_has_only_given_them_pain_instead_of_listening_them_for_fair_investigations,_leading_to_more_and_more_widespread_protests_across_the_country._And_now,_the_government_has_two_decision,_whether_to_comply_or_just_simply,_refuse.^^Effects:_Socialist_movement_popularity_increased_by_10%.
qstr_After_hearing_about_ After_hearing_about_the_protests,_being_a_nuisance_for_the_government,_the_government_decided_to_dispatch_some_policemen_to_disperse_the_crowd_of_protesters_by_non-lethal_means._They_tried_to_disperse_the_crowd_with_whips_and_baton_and_it_resulted_in_a_success._Some_of_the_protesters_thrown_rocks_and_debris_to_the_officers_but_all_of_them_have_been_arrested_in_the_following_afternoon._The_last_of_the_protesters_finally_dispersed_after_some_of_the_demonstration_leaders_escaped_the_scene.^^Effects:_Socialist_movement_popularity_increased_by_5%._Socialist_movement_radicalism_increased_by_3%.
qstr_At_noon_when_the_dem At_noon,_when_the_demonstration_leader_was_making_a_speech_about_their_demands_infront_of_the_crowd_of_protesters,_troops_and_policemen_entered_the_scene_to_disperse_the_crowd._Unfortunately,_the_government_ordered_the_dispersion_with_a_violent_way._Then,_soldiers_opened_fire_on_the_protesters,_killing_and_wounding_many_people._Others,_tried_to_flee_from_the_scene,_ran_either_wounded_or_dying._Few_managed_to_hide_from_the_law_enforcement_and_the_dispersion_is_successful._The_government_quickly_received_backlashes_from_peace_organizations,_socialists_and_even_foreign_countries_alike,_thus_souring_foreign_relations._^^_Socialist_movement_radicalism_increased_by_10%.
qstr_Breaking_camp... Breaking_camp...
qstr_{!}{s3}_commander_of {!}{s3}_commander_of_party_#{reg4}_which_is_not_his_troop_leaded_party_{reg5}
qstr_The_{s31}_gets_1_inf The_{s31}_gets_1_infamy_because_of_the_prolonged_war_with_{s32}.
qstr_Party_has_nothing_to Party_has_nothing_to_eat!
qstr_{reg1}_{s1}_{reg2?ha {reg1}_{s1}_{reg2?have:has}_escaped_from_your_party_during_the_night.
qstr_{s1}_of_{s3}_has_bee {s1}_of_{s3}_has_been_released_from_captivity.
qstr_Building_of_{s0}_in_ Building_of_{s0}_in_{s4}_has_been_completed.
qstr_{!}{s1}_is_infested_ {!}{s1}_is_infested_by_bandits_(at_night).
qstr_{s1}_is_no_longer_in {s1}_is_no_longer_infested_by_bandits_(at_night).
qstr_You_pay_for_accommod You_pay_for_accommodation.
qstr_Betrothal_to_{s5}_ex Betrothal_to_{s5}_expires
qstr__Your_tactics_skill_ _Your_tactics_skill_has_increased_by_1.
qstr__Your_persuasion_ski _Your_persuasion_skill_has_increased_by_1.
qstr__Your_leadership_ski _Your_leadership_skill_has_increased_by_1.
qstr__Your_intelligence_h _Your_intelligence_has_increased_by_1.
qstr__Your_trade_skill_ha _Your_trade_skill_has_increased_by_1.
qstr__Your_weapon_master_ _Your_weapon_master_skill_has_increased_by_1.
qstr__Your_engineer_skill _Your_engineer_skill_has_increased_by_1.
qstr_You_have_finished_re You_have_finished_reading_{s1}.{s2}
qstr_Book_Read Book_Read
qstr_{s1}_is_scouted. {s1}_is_scouted.
qstr_{!}DEBUG___{s4}_faction_chan {!}DEBUG_-_{s4}_faction_changed_from_slot_troop_change_to_faction
qstr_{s1}_has_switched_fr {s1}_has_switched_from_{s2}_to_{s3}.
qstr_{!}DEBUG_:_{s2}_is_b {!}DEBUG_:_{s2}_is_besieging_by_{s3}
qstr_{!}DEBUG___Checking_ {!}DEBUG_-_Checking_fire_at_{s4}_for_{s5}_-_current_time_{reg3},_last_nearby_fire_{reg4}
qstr_The_{s1}_has_finishe The_{s1}_has_finished_researching_technology_'{s2}'.
qstr_The_year_is_{reg0}. The_year_is_{reg0}.
qstr_North_German_Confede North_German_Confederation
qstr_Finished_improving_r Finished_improving_relations_with_{s31}.
qstr_Interrupted_improvin Interrupted_improving_relations_with_{s31}.
qstr_Albanian_Howitzer_Cr Albanian_Howitzer_Crew_Officer
qstr_Albanian_Howitzer_Cre Albanian_Howitzer_Crew_Officers
qstr_Albanian_Heavy_Howit Albanian_Heavy_Howitzer_Crew_Officer
qstr_Albanian_Heavy_Howitz Albanian_Heavy_Howitzer_Crew_Officers
qstr_Albanian_Field_Gun_C Albanian_Field_Gun_Crew_Officer
qstr_Albanian_Field_Gun_Cr Albanian_Field_Gun_Crew_Officers
qstr_Albanian_Howitzer_Crew Albanian_Howitzer_Crew_Cannoneer
qstr_Albanian_Howitzer_Crew_ Albanian_Howitzer_Crew_Cannoneers
qstr_Albanian_Field_Gun_Cre Albanian_Field_Gun_Crew_Cannoneer
qstr_Albanian_Field_Gun_Crew Albanian_Field_Gun_Crew_Cannoneers
qstr_Albanian_MG_Operator Albanian_MG_Operator
qstr_Norwegian_Howitzer_C Norwegian_Howitzer_Crew_Officer
qstr_Norwegian_Howitzer_Cr Norwegian_Howitzer_Crew_Officers
qstr_Norwegian_Heavy_Howi Norwegian_Heavy_Howitzer_Crew_Officer
qstr_Norwegian_Heavy_Howit Norwegian_Heavy_Howitzer_Crew_Officers
qstr_Norwegian_Field_Gun_ Norwegian_Field_Gun_Crew_Officer
qstr_Norwegian_Field_Gun_C Norwegian_Field_Gun_Crew_Officers
qstr_Norwegian_Howitzer_Cre Norwegian_Howitzer_Crew_Cannoneer
qstr_Norwegian_Howitzer_Crew Norwegian_Howitzer_Crew_Cannoneers
qstr_Norwegian_Field_Gun_Cr Norwegian_Field_Gun_Crew_Cannoneer
qstr_Norwegian_Field_Gun_Cre Norwegian_Field_Gun_Crew_Cannoneers
qstr_Norwegian_MG_Operato Norwegian_MG_Operator
qstr_Bulgarian_Howitzer_C Bulgarian_Howitzer_Crew_Officer
qstr_Bulgarian_Howitzer_Cr Bulgarian_Howitzer_Crew_Officers
qstr_Bulgarian_Heavy_Howi Bulgarian_Heavy_Howitzer_Crew_Officer
qstr_Bulgarian_Heavy_Howit Bulgarian_Heavy_Howitzer_Crew_Officers
qstr_Bulgarian_Field_Gun_ Bulgarian_Field_Gun_Crew_Officer
qstr_Bulgarian_Field_Gun_C Bulgarian_Field_Gun_Crew_Officers
qstr_Bulgarian_Howitzer_Cre Bulgarian_Howitzer_Crew_Cannoneer
qstr_Bulgarian_Howitzer_Crew Bulgarian_Howitzer_Crew_Cannoneers
qstr_Bulgarian_Field_Gun_Cr Bulgarian_Field_Gun_Crew_Cannoneer
qstr_Bulgarian_Field_Gun_Cre Bulgarian_Field_Gun_Crew_Cannoneers
qstr_Bulgarian_MG_Operato Bulgarian_MG_Operator
qstr_President_Raymond_Po President_Raymond_Poincare
qstr_Tsar_Nicholas_II Tsar_Nicholas_II
qstr_Kaiser_Franz_Joseph_ Kaiser_Franz_Joseph_I
qstr_King_Victor_Emmanuel King_Victor_Emmanuel_III
qstr_Kaiser_Wilhelm_II Kaiser_Wilhelm_II
qstr_Sultan_Mehmed_V Sultan_Mehmed_V
qstr_King_Edward_VII King_Edward_VII
qstr_Queen_Wilhelmina Queen_Wilhelmina
qstr_President_Armand_Fal President_Armand_Fallières
qstr_Sultan_Abdulhamid_II Sultan_Abdulhamid_II
qstr_President_Sadi_Carno President_Sadi_Carnot
qstr_Tsar_Alexander_III Tsar_Alexander_III
qstr_King_Umberto_I King_Umberto_I
qstr_Queen_Victoria Queen_Victoria
qstr_President_Patrice_de President_Patrice_de_MacMahon
qstr_Kaiser_Wilhelm_I Kaiser_Wilhelm_I
qstr_King_Wilhelm_III King_Wilhelm_III
qstr_Your_country_is_bank Your_country_is_bankrupt!
qstr_Government_type_was_ Government_type_was_changed_to_Republic.
qstr_{!}DEBUG____Wanted_b {!}DEBUG_--_Wanted_bandits_spotted_by_{s4}
qstr_{reg65?my_Lady:my_Lo {reg65?my_Lady:my_Lord}
qstr_{reg65?My_Lady:My_Lo {reg65?My_Lady:My_Lord}
qstr_{reg65?madame:sir} {reg65?madame:sir}
qstr_{reg65?Madame:Sir} {reg65?Madame:Sir}
qstr_{!}DEBUG____Talk_con {!}DEBUG_--_Talk_context:_{reg4}
qstr_{!}DEBUG____Time_sin {!}DEBUG_--_Time_since_last_talk:_{reg4}
qstr__no_fiefs_ (no_fiefs)
qstr__fiefs:_{s0}_ (fiefs:_{s0})
qstr_{!}g_talk_troop_=_{r {!}g_talk_troop_=_{reg0}_,_g_encountered_party_=_{reg1}_,_slot_value_=_{reg2}
qstr_It_s_your_money_or_y It's_your_money_or_your_life,_{mate/girlie}._No_sudden_moves_or_we'll_run_you_through.
qstr_Lucky_for_you_you_ca Lucky_for_you,_you_caught_me_in_a_good_mood._Give_us_all_your_coin_and_I_might_just_let_you_live.
qstr_This_a_robbery_eh?_I This_a_robbery,_eh?_I_givin'_you_one_chance_to_hand_over_everythin'_you_got,_or_me_and_my_mates'll_kill_you._Understand?
qstr_we_have_made_very_li we_have_made_very_little_progress_so_far
qstr_we_have_suceeded_in_ we_have_suceeded_in_gaining_some_ground,_but_we_still_have_a_long_way_to_go
qstr_we_have_become_a_sig we_have_become_a_significant_force,_and_we_have_an_even_chance_of_victory
qstr_we_are_winning_the_w we_are_winning_the_war,_but_our_enemies_are_still_holding_on.
qstr_we_are_on_the_verge_ we_are_on_the_verge_of_victory._The_remaining_enemies_pose_no_threat,_but_we_still_need_to_hunt_them_down.
qstr_{!}current_town_was_ {!}current_town_was_{reg1},_now_moved_to_{s7}
qstr_Ever_since_the_fall_ Ever_since_the_fall_of_the_Holy_Roman_Empire,_the_Austrian_Emperor_has_been_doing_their_best_to_undermine_Northern_conglomeration_efforts._We_will_have_to_defeat_and_dissolve_the_weak_German_Confederation,_lead_by_the_Austrians,_in_order_to_rise_to_the_position_of_a_German_hegemon,_and_annex_the_Kingdom_of_Hannover.^^_-_Defeat_the_German_Confederation_armies_belonging_to_Austria,_Wurtemberg_and_Hannover^_-_Conquer_and_hold_the_Bavarian_fortification_of_Nuremberg_^_-_Conquer_the_capital_city_of_Stuttgart^_-_Sign_peace_with_German_Confederation_on_conditions_of_taking_Nuremberg_and_Stuttgart^^_We_will_be_able_to_hold_onto_any_conquests_we_make_during_the_war,_and_our_ultimate_goal_is_to_annex_the_Northern_German_states._Victory_will_pave_the_way_to_ultimate_unification_after_we_take_back_Alsace-Lorraine.
qstr_War_with_France_has_ War_with_France_has_broken_out,_and_our_goal_will_be_to_utterly_destroy_them,_take_back_German_clay_in_Alsace-Lorraine,_and_ultimately_declare_Empire_under_our_soon-to-be_Emperor_{playername}._It's_time_to_display_to_the_Southern_Germans,_foremost_the_Bavarians,_that_we_are_indeed_capable_of_defending_and_leading_the_German_people.^^_-_Conquer_the_French_border_city_of_Strasbourg^_-_Annihilate_the_French_Army_entirely^_-_Sign_peace_with_France_on_conditions_of_taking_Strasbourg^^Let_a_united_Germany_rise_from_the_ashes_of_the_2nd_French_Empire.
qstr_The_first_step_towar The_first_step_towards_German_unification_must_be_the_reconquest_of_the_Northern_German_regions_of_Schleswig,_Holstein,_and_Lauenburg,_which,_for_the_past_centuries,_have_been_under_occupation_by_the_Danish_Kingdom._Taking_back_the_region,_and_destroying_the_Danish_in_the_process,_would_certainly_display_might_and_competence_in_the_eyes_of_the_German_states.^^_-_Conquer_the_city_of_Kiel.^_-_Defeat_the_Danish_armies_and_destroy_their_economy_to_force_them_to_surrender.^_-_Sign_peace_with_Denmark_on_conditions_of_taking_Kiel^^Once_we've_defeated_the_Danes,_we_can_move_on_to_our_Southern_rival,_the_Austro-Hungarian_Empire.
qstr_Papal_State_and_our_ Papal_State,_and_our_primary_Italian_adversary,_the_Kingdom_of_Two_Sicilies
qstr_Papal_State_and_our_p Papal_State,_and_our_primary_Italian_adversary,_the_Kingdom_of_Sardinia
qstr_Kingdom_of_Two_Sicil Kingdom_of_Two_Sicilies,_and_our_primary_Italian_adversary,_the_the_Kingdom_of_Sardinia
qstr_Your_highness_those_ Your_highness,_those_people_are_our_allies!_We_will_be_condemned_by_the_entire_international_community,_and_lose_a_valuable_ally!_Are_you_sure?
qstr_We_ve_agreed_by_truc We've_agreed_by_truce_not_to_attack_them,_at_least_for_the_moment_being._We_will_face_extreme_scrutiny_if_we_do,_regardless_of_how_righteous_our_cause_my_be._Are_you_sure?
qstr_Considering_we_have_ Considering_we_have_a_valid_reason_to_attack_{s31},_I_don't_see_any_inherent_reason_why_this_should_speak_against_us._If_you_wish,_I_will_send_out_a_message_to_their_ambassador_immediately.
qstr_I_am_afraid_we_don_t I_am_afraid_we_don't_have_a_justification_for_conflict_at_this_point_in_time._We_can_naturally_still_declare_war_against_{s31},_but_expect_international_pressure_to_mount_extremely_quickly,_and_for_it_to_put_us_in_the_crossfire_of_future_and_ongoing_conflicts.
qstr_This_is_my_decision_ This_is_my_decision_to_make,_go_ahead_anyways.
qstr_Then_send_that_ambas Then_send_that_ambassador_a_message,_and_one_to_our_generals,_too.
qstr_You_have_my_blessing You_have_my_blessings,_go_ahead.
qstr_Let_s_not_act_rashly Let's_not_act_rashly._We_have_all_the_time_we_need,_let's_wait.
qstr_Hold_it_then_we_can_ Hold_it,_then,_we_can't_get_ourselves_condemned_by_a_dozen_nations_at_once!
qstr_This_will_be_unneces This_will_be_unnecessary_bloodshed_through_and_through._Hold_off_on_it.
qstr_With_our_state_contr With_our_state-controlled_press,_we_can_surely_achieve_a_good_result.
qstr_Because_of_free_pres Because_of_free_press_laws_in_our_country,_campaign_will_not_be_much_effective.
qstr_With_our_censorship_ With_our_censorship,_we_will_be_able_to_significantly_reduce_influence_of_our_political_opponents_and_get_quite_good_results.
qstr_I_want_to_start_repr I_want_to_start_repressions_against_our_political_opponents.
qstr_We_need_to_decrease_ We_need_to_decrease_influence_of_our_opponents_in_the_political_arena.
qstr_Most_certainly._Arre Most_certainly._Arrests_of_influential_figures_of_the_political_opposition_will_undermine_their_positions_in_the_political_arena_and_strengthen_ours._Investigation_will_take_10_days_and_{reg1}_pounds_per_day.
qstr_Most_certainly._Few_ Most_certainly._Few_revelatory_articles_condemning_our_opponents_in_illegal_actions,_aiding_enemy_and_treason_will_dishonor_them_before_the_eyes_of_our_people,_and_strengthen_our_position._The_whole_process_will_take_10_days_and_{reg1}_pounds_per_day.
qstr_However_in_case_of_f However,_in_case_of_failure,_our_opponents_can_condemn_us_as_answer_to_our_actions.
qstr_{playername}_when_we {playername},_when_we_started_our_long_walk,_few_people_had_the_courage_to_support_me._And_fewer_still_would_be_willing_to_put_their_lives_at_risk_for_my_cause._But_you_didn't_hesitate_for_a_moment_in_throwing_yourself_at_my_enemies._We_have_gone_through_a_lot_together,_and_there_were_times_I_came_close_to_losing_all_hope._But_with_God's_help,_we_prevailed._It_is_now_time_for_me_to_leave_your_company_and_take_what's_rightfully_mine._From_now_on,_I_will_carry_out_the_great_responsibility_of_ruling_{s3}._There_still_lie_many_challanges_ahead_and_I_count_on_your_help_in_overcoming_those._And_of_course,_you_will_always_remain_as_my_foremost_vassal.
qstr__We_will_of_course_n _We_will_of_course_need_to_wait_until_the_realm_is_no_longer_on_campaign.
qstr_I_am_{s4}_the_ruler_ I_am_{s4},_the_ruler_of_{s6}
qstr_I_am_{s4}_a_vassal_o I_am_{s4},_a_vassal_of_{s6}
qstr_{s9}{reg5?_and_the_l {s9}{reg5?_and_the_lord_of_{s8}.:.
qstr_{s13}_asked_you_to_g {s13}_asked_you_to_gather_{reg3}_heads_of_cattle_and_deliver_them_back_to_him.
qstr_{s9}_asked_you_to_sc {s9}_asked_you_to_scout_{s13},_{s14}_and_{s15},_then_report_back.
qstr_{!}DEBUG_:_result_fo {!}DEBUG_:_result_for_political_is_{reg3}
qstr_you you
qstr_{!}DEBUG_:_result_for {!}DEBUG_:_result_for_new_liege_:_{reg31}
qstr_{!}DEBUG_:_result_for_ {!}DEBUG_:_result_for_old_liege_:_{reg32}
qstr_You_are_challenging_ You_are_challenging_me_to_a_duel?_How_droll!_As_you_wish,_{playername},_it_will_be_good_sport_to_bash_your_head_in.
qstr_{s16}_and_{s17} {s16}_and_{s17}
qstr_{!}{s16}_{s17} {!}{s16},_{s17}
qstr_Very_well_I_will_acc Very_well,_I_will_accept_you_back_into_my_ranks,_if_you're_ready_to_swear_your_solemn_oath_once_more.
qstr_A_pardon_will_only_b A_pardon_will_only_be_possible_if_you_are_willing_to_cede_{s17}_to_me._Do_you_agree_my_terms?
qstr_No._There_is_no_chan No._There_is_no_chance_of_peace_between_us,_I_am_not_interested.
qstr_{!}DEBUG_:_Initiativ {!}DEBUG_:_Initiative_{reg4},_helpfulness_{reg5}
qstr_{!}DEBUG____ai_behav {!}DEBUG_--_ai_behavior:_{reg0},_ai_object:_{reg1}
qstr_Our_marshal_{s1} Our_marshal,_{s1}
qstr_{s11}_and_{s12} {s11}_and_{s12}
qstr_{!}{s11}_{s12} {!}{s11},_{s12}
qstr_We_are_not_at_war_wi We_are_not_at_war_with_anyone.
qstr_We_are_at_war_with_{ We_are_at_war_with_{s12}.
qstr_go_on_the_offensive_ go_on_the_offensive_now.
qstr_act_to_defend_our_la act_to_defend_our_lands.
qstr_take_more_time_to_ga take_more_time_to_gather_the_army.
qstr_You_promised_to_help You_promised_to_help_{s13}_claim_the_throne_of_{s14}.
qstr_What_do_you_say_to_e What_do_you_say_to_entering_the_service_of_{s9}_as_a_mercenary_captain?_I_have_no_doubt_that_you_would_be_up_to_the_task.
qstr_{s9}_asked_you_to_ta {s9}_asked_you_to_take_a_message_to_{s13}._{s13}_was_believed_to_be_at_{s4}_when_you_were_given_this_quest.
qstr_{s9}_asked_you_to_tak {s9}_asked_you_to_take_a_message_to_{s13}_of_{s15}._{s13}_was_believed_to_be_at_{s4}_when_you_were_given_this_quest.
qstr_{s11}_asked_you_to_e {s11}_asked_you_to_escort_his_{s17}_{s13}_to_{s14}.
qstr_{s13}_asked_you_to_d {s13}_asked_you_to_deal_with_the_bandits_who_are_occupying_the_village_of_{s15}_and_then_report_back_to_him.
qstr_{s9}_asked_you_to_ra {s9}_asked_you_to_raise_{reg1}_{s14}_and_bring_them_to_him.
qstr_{s9}_asked_you_to_co {s9}_asked_you_to_collect_taxes_from_{s3}._He_offered_to_leave_you_one-fifth_of_all_the_money_you_collect_there.
qstr_{s9}_asked_you_to_hu {s9}_asked_you_to_hunt_down_a_fugitive_named_{s4}._He_is_currently_believed_to_be_at_{s3}.
qstr_{s9}_asked_you_to_as {s9}_asked_you_to_assassinate_a_local_merchant_at_{s3}.
qstr_{s9}_has_asked_you_t {s9}_has_asked_you_to_meet_with_a_spy_in_{s13}.
qstr_{s11}_asked_you_to_f {s11}_asked_you_to_follow_the_spy_that_will_leave_{s12}._Be_careful_not_to_let_the_spy_see_you_on_the_way,_or_he_may_get_suspicious_and_turn_back._Once_the_spy_meets_with_his_accomplice,_you_are_to_capture_them_and_bring_them_back_to_{s11}.
qstr_{s11}_asked_you_to_c {s11}_asked_you_to_capture_a_lord_from_{s13},_any_lord,_and_then_drag_your_victim_back_to_{s11}_for_safekeeping.
qstr_{s9}_asked_you_to_le {s9}_asked_you_to_lend_your_companion_{s3}_to_him_for_a_week.
qstr_{s9}_asked_you_to_col {s9}_asked_you_to_collect_the_debt_of_{reg4}_pounds_{s3}_owes_to_him._{s3}_was_at_{s4}_when_you_were_given_this_quest.
qstr_{s11}_gave_you_a_fak {s11}_gave_you_a_fake_letter_to_fool_{s13}_into_banishing_his_vassal_{s16}._You_are_to_go_near_{s14},_give_the_letter_to_one_of_your_{s15}_and_send_him_into_the_town_as_a_messenger,_believing_his_orders_to_be_genuine.
qstr_{s9}_has_requested_y {s9}_has_requested_you_to_bring_him_{reg1}_{s3}_as_prisoners.
qstr_Lend_your_experience Lend_your_experienced_surgeon_{s3}_to_{s1}.
qstr_{!}DEBUG____{reg4}_h {!}DEBUG_--_{reg4}_hours_since_last_feast_for_{s4}
qstr_Then_take_it_with_my Then_take_it,_with_my_eternal_thanks._You_are_a_noble_{man/woman}._I_will_never_forget_that_you_helped_me_in_my_time_of_need.
