stringsfile version 1
3399
str_no_string NO_STRING!
str_well_id_say_that_he_started_it_that_entitles_you_to_his_sword_and_purse_i_suppose_have_a_drink_on_the_house_as_i_daresay_youve_saved_a_patron_or_two_a_broken_skull_still_i_hope_he_still_has_a_pulse_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed Well..._I'd_say_that_he_started_it._That_entitles_you_to_his_sword_and_purse,_I_suppose._Have_a_drink_on_the_house,_as_I_daresay_you've_saved_a_patron_or_two_a_broken_skull._Still,_I_hope_he_still_has_a_pulse._It's_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed.
str_stop_no_shooting_no_shooting Stop!_No_shooting!_No_shooting!
str_em_ill_stay_out_of_this Em..._I'll_stay_out_of_this.
str_the_s12_is_a_labyrinth_of_rivalries_and_grudges_lords_ignore_their_lieges_summons_and_many_are_ripe_to_defect The_{s12}_is_a_labyrinth_of_rivalries_and_grudges._Lords_ignore_their_liege's_summons,_and_many_are_ripe_to_defect.
str_the_s12_is_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy The_{s12}_is_shaky._Many_lords_do_not_cooperate_with_each_other,_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy.
str_the_s12_is_fairly_solid_some_lords_bear_enmities_for_each_other_but_they_tend_to_stand_together_against_outside_enemies The_{s12}_is_fairly_solid._Some_lords_bear_enmities_for_each_other,_but_they_tend_to_stand_together_against_outside_enemies.
str_the_s12_is_a_rock_of_stability_politically_speaking_whatever_the_lords_may_think_of_each_other_they_fight_as_one_against_the_common_foe The_{s12}_is_a_rock_of_stability,_politically_speaking._Whatever_the_lords_may_think_of_each_other,_they_fight_as_one_against_the_common_foe.
str_tribune_s12 Tribune_{s12}
str_lady_s12 Lady_{s12}
str_lord_s12 Lord_{s12}
str_resolve_the_dispute_between_s11_and_s12 Resolve_the_dispute_between_{s11}_and_{s12}
str_in_doing_so_you_will_be_in_violation_of_your_truce_is_that_what_you_want In_doing_so,_you_will_be_in_violation_of_your_truce._Is_that_what_you_want?
str_if_you_attack_without_provocation_some_of_your_vassals_may_consider_you_to_be_too_warlike_is_that_what_you_want If_you_attack_without_provocation,_some_of_your_vassals_may_consider_you_to_be_too_warlike._Is_that_what_you_want?
str_our_men_are_ready_to_ride_forth_at_your_bidding_are_you_sure_this_is_what_you_want Our_men_are_ready_to_ride_forth_at_your_bidding..._Are_you_sure_this_is_what_you_want?
str_seek_recognition seek_recognition
str_seek_vassalhood seek_vassalhood
str_seek_a_truce seek_a_truce
str__promised_fief _(promised_fief)
str_no_fiefss12 (no_fiefs){s12}
str_fiefs_s0s12 (fiefs:_{s0}{s12})
str_please_s65_ Please_{s65},_
str__s15_is_also_being_held_here_and_you_may_wish_to_see_if_reg4shehe_will_join_us _{s15}_is_also_being_held_here,_and_you_may_wish_to_see_if_{reg4?she:he}_will_join_us.
str_one_thing_in_our_favor_is_that_s12s_grip_is_very_shaky_he_rules_over_a_labyrinth_of_rivalries_and_grudges_lords_often_fail_to_cooperate_and_many_would_happily_seek_a_better_liege One_thing_in_our_favor_is_that_{s12}'s_grip_is_very_shaky._He_rules_over_a_labyrinth_of_rivalries_and_grudges._Lords_often_fail_to_cooperate,_and_many_would_happily_seek_a_better_liege.
str_thankfully_s12s_grip_is_fairly_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_seek_a_better_liege Thankfully,_{s12}'s_grip_is_fairly_shaky._Many_lords_do_not_cooperate_with_each_other,_and_some_might_be_tempted_to_seek_a_better_liege.
str_unfortunately_s12s_grip_is_fairly_strong_until_we_can_shake_it_we_may_have_to_look_long_and_hard_for_allies Unfortunately,_{s12}'s_grip_is_fairly_strong._Until_we_can_shake_it,_we_may_have_to_look_long_and_hard_for_allies.
str_unfortunately_s12s_grip_is_very_strong_unless_we_can_loosen_it_it_may_be_difficult_to_find_allies Unfortunately,_{s12}'s_grip_is_very_strong._Unless_we_can_loosen_it,_it_may_be_difficult_to_find_allies.
str_playername_come_to_plague_me_some_more_have_you {playername}..._Come_to_plague_me_some_more,_have_you?
str_ah_it_is_you_again Ah._It_is_you_again...
str_well_playername Well,_{playername}
str_comment_found_s1 {!}Comment_found:_{s1}
str_rejoinder_noted {!}Rejoinder_noted
str_s11 {!}{s11}
str_flagon_of_mead flagon_of_mead
str_skin_of_kumis skin_of_kumis
str_mug_of_kvass mug_of_kvass
str_cup_of_wine cup_of_wine
str_you_intend_to_challenge_s13_to_force_him_to_retract_an_insult You_intend_to_challenge_{s13}_to_force_him_to_retract_an_insult.
str_intrigue_impatience=_reg3_must_be_less_than_100 {!}Intrigue_impatience=_{reg3},_must_be_less_than_100
str_youll_have_to_speak_to_me_at_some_other_time_then You'll_have_to_speak_to_me_at_some_other_time,_then.
str_this_is_no_time_for_words This_is_no_time_for_words!
str_lord_not_alone {!}Lord_not_alone
str_of_course_my_wife Of_course,_my_wife.
str_perhaps_not_our_marriage_has_become_a_bit_strained_dont_you_think Perhaps_not._Our_marriage_has_become_a_bit_strained,_don't_you_think?
str_why_is_that_my_wife_actually_our_marriage_has_become_such_that_i_prefer_to_have_a_witness_for_all_of_our_converations Why_is_that,_my_wife?_Actually,_our_marriage_has_become_such_that_I_prefer_to_have_a_witness_for_all_of_our_converations.
str_all_right_then_what_do_you_have_to_say_out_with_it All_right_then._What_do_you_have_to_say?_Out_with_it.
str_bah__im_in_no_mood_for_whispering_in_the_corner Bah_--_I'm_in_no_mood_for_whispering_in_the_corner.
str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner Bah._I_don't_like_you_that_much._I'm_not_going_to_go_plot_with_you_in_some_corner.
str_well__now_what_do_you_have_to_propose Well_--_now_what_do_you_have_to_propose?
str_trying_our_hand_at_intrigue_are_we_i_think_not Trying_our_hand_at_intrigue,_are_we?_I_think_not
str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not Hah!_I_trust_you_as_a_I_would_a_serpent._I_think_not.
str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say I_do_not_like_to_conduct_my_business_in_the_shadows,_but_sometimes_it_must_be_done._What_do_you_have_to_say?
str_i_would_prefer_to_conduct_our_affairs_out_in_the_open I_would_prefer_to_conduct_our_affairs_out_in_the_open.
str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open Do_not_take_this_amiss,_but_with_you,_I_would_prefer_to_conduct_our_affairs_out_in_the_open.
str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say Hmm._You_have_piqued_my_interest._What_do_you_have_to_say?
str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being Em..._Let's_keep_our_affairs_out_in_the_open,_for_the_time_being.
str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say That's_sensible_--_the_world_is_full_of_churls_who_poke_their_noses_into_their_betters'_business._Now_tell_me_what_it_is_that_you_have_to_say.
str_what_do_you_take_me_for_a_plotter What_do_you_take_me_for?_A_plotter?
str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it Well,_I_normally_like_to_keep_things_out_in_the_open,_but_I'm_sure_someone_like_you_would_not_want_to_talk_in_private_unless_{he/she}_had_a_good_reason._What_is_it?
str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we Surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open,_can't_we?
str_im_a_simple__man_not_one_for_intrigue_but_id_guess_that_you_have_something_worthwhile_to_say_what_is_it I'm_a_simple__man,_not_one_for_intrigue,_but_I'd_guess_that_you_have_something_worthwhile_to_say._What_is_it?
str_forgive_me_but_im_not_one_for_going_off_in_corners_to_plot Forgive_me,_but_I'm_not_one_for_going_off_in_corners_to_plot.
str_please_do_not_take_this_amiss_but_i_do_not_trust_you Please_do_not_take_this_amiss,_but_I_do_not_trust_you.
str_certainly_playername_what_is_it Certainly,_{playername}._What_is_it?
str_forgive_me_but_id_prefer_to_keep_our_conversations_in_the_open Forgive_me,_but_I'd_prefer_to_keep_our_conversations_in_the_open.
str_please_do_not_take_this_amiss_but_im_not_sure_you_and_i_are_still_on_those_terms Please_do_not_take_this_amiss,_but_I'm_not_sure_you_and_I_are_still_on_those_terms.
str_persuasion__relation_less_than_5 {!}Persuasion_+_relation_less_than_-5)
str_s15 {!}{s15}
str_persuasion__2__lord_reputation_modifier__relation_less_than_10 {!}Persuasion_*_2_+_lord_reputation_modifier_+_relation_less_than_10)
str_s13 {!}{s13}
str_placeholder {!}[placeholder]...
str_really_well_this_is_the_first_i_have_heard_of_it_unless_you_build_up_support_for_that_claim_you_may_find_it_difficult_to_find_allies_however_whenever_you_see_fit_to_declare_yourself_publically_as_queen_i_should_be_honored_to_be_your_consort Really?_Well,_this_is_the_first_I_have_heard_of_it._Unless_you_build_up_support_for_that_claim,_you_may_find_it_difficult_to_find_allies._However,_whenever_you_see_fit_to_declare_yourself_publically_as_queen,_I_should_be_honored_to_be_your_consort.
str_yes_i_have_heard_such_talk_while_it_is_good_that_you_are_building_up_your_support_i_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet_however_i_will_let_you_be_the_judge_of_that_and_when_you_decide_i_should_be_honored_to_be_your_consort Yes..._I_have_heard_such_talk._While_it_is_good_that_you_are_building_up_your_support,_I_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet._However,_I_will_let_you_be_the_judge_of_that,_and_when_you_decide,_I_should_be_honored_to_be_your_consort.
str_yes_and_many_others_in_calradia_think_so_as_well_perhaps_it_is_time_that_you_declared_yourself_and_we_shall_ride_forth_together_to_claim_your_throne_i_should_be_honored_to_be_your_consort Yes..._and_many_others_in_Calradia_think_so_as_well._Perhaps_it_is_time_that_you_declared_yourself,_and_we_shall_ride_forth_together_to_claim_your_throne._I_should_be_honored_to_be_your_consort.
str_i_am_disturbed_about_my_lord_s15s_choice_of_companions I_am_disturbed_about_my_lord_{s15}'s_choice_of_companions.
str_well_ill_be_honest_i_feel_that_sometimes_s15_overlooks_my_rights_and_extends_his_protection_to_the_unworthy Well,_I'll_be_honest._I_feel_that_sometimes_{s15}_overlooks_my_rights,_and_extends_{reg15?her:his}_protection_to_the_unworthy.
str_heh_one_thing_that_ill_say_about_s15_is_that_he_has_a_ripe_batch_of_bastards_in_his_court Heh._One_thing_that_I'll_say_about_{s15}_is_that_{reg15?she:he}_has_a_ripe_batch_of_bastards_in_{reg15?her:his}_court.
str_well_sometimes_i_have_to_say_that_i_question_s15s_judgment_regarding_those_who_he_keeps_in_his_court Well,_sometimes_I_have_to_say_that_I_question_{s15}'s_judgment_regarding_those_whom_{reg15?she:he}_keeps_in_his_court.
str_s15_is_a_weak_man_who_too_easily_lends_his_ear_to_evil_council_and_gives_his_protection_to_some_who_have_done_me_wrong {s15}_is_a_weak_ruler,_who_too_easily_lends_an_ear_to_evil_council,_and_gives_protection_to_some_who_have_done_me_wrong.
str_i_will_confess_that_sometimes_i_worry_about_s15s_judgment_particularly_in_the_matter_of_the_counsel_that_he_keeps I_will_confess_that_sometimes_I_worry_about_{s15}'s_judgment,_particularly_in_the_matter_of_the_counsel_that_{reg15?she:he}_keeps..
str_what_do_i_think_i_think_that_s15_is_a_vile_pretender_a_friend_to_the_flatterer_and_the_hypocrite What_do_I_think?_I_think_that_{s15}_is_a_vile_pretender,_a_friend_to_the_flatterer_and_the_hypocrite.
str_well_s15_is_not_like_you_ill_say_that_much Well,_{s15}_is_not_like_you._I'll_say_that_much.
str_s15_long_may_he_live {s15}?_Long_may_{reg15?she:he}_live!
str_he_is_my_liege_that_is_all_that_i_will_say_on_this_matter {s15}_is_my_liege._That_is_all_that_I_will_say_on_this_matter.
str_that_you_are_the_rightful_heir_to_the_throne_of_calradia That_you_are_the_rightful_heir_to_the_throne_of_Calradia?
str_that_s14_is_the_rightful_ruler_of_calradia That_{s14}_is_the_rightful_ruler_of_Calradia?
str_that_s14_will_rule_this_land_justly That_{s14}_will_rule_this_land_justly?
str_that_s14_will_protect_our_rights_as_nobles That_{s14}_will_protect_our_rights_as_nobles?
str_that_s14_will_unify_this_land_and_end_this_war That_{s14}_will_unify_this_land_and_end_this_war?
str_that_s14_will_reward_me_with_a_fief That_{s14}_will_reward_me_with_a_fief?
str_he he
str_king king
str_she she
str_queen queen
str_khan khan
str_i I
str_according_to_the_ancient_law_and_custom_of_the_calradians_s45_should_be_s47 According_to_the_ancient_law_and_custom_of_the_Calradians,_{s45}_should_be_{s47}
str_because_s44_is_the_rightful_s47_of_the_s46 Because_{s44}_is_the_rightful_{s47}_of_the_{s46}
str_you_speak_of_claims_and_legalities_yet_to_others_you_talk_of_bringing_peace_by_force You_speak_of_claims_and_legalities,_yet_to_others_you_talk_of_bringing_peace_by_force
str_you_speak_of_bringing_peace_by_force_yet_to_others_you_make_legal_claims You_speak_of_bringing_peace_by_force,_yet_to_others_you_make_legal_claims.
str_you_speak_to_some_of_upholding_the_rights_of_the_commons_yet_you_speak_to_others_of_uphold_the_rights_of_nobles_what_if_those_rights_are_in_conflict You_speak_to_some_of_upholding_the_rights_of_the_commons,_yet_you_speak_to_others_of_uphold_the_rights_of_nobles._What_if_those_rights_are_in_conflict?
str_you_speak_to_me_of_upholding_my_rights_as_a_lord_but_to_others_you_talk_of_upholding_the_rights_of_all_commons_what_if_those_rights_come_into_conflict You_speak_to_me_of_upholding_my_rights_as_a_lord,_but_to_others_you_talk_of_upholding_the_rights_of_all_commons._What_if_those_rights_come_into_conflict?
str_a_claim_should_be_strong_indeed_before_one_starts_talking_about_it A_claim_should_be_strong_indeed_before_one_starts_talking_about_it.
str_a_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne A_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne.
str_you_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king You_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king.
str_a_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it A_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it.
str_indeed_but_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king Indeed._But_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king.
str_my_pigherd_can_declare_himself_king_if_he_takes_he_fancy_i_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you My_pigherd_can_declare_himself_king,_if_he_takes_he_fancy._I_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_suggest_that_you_to_build_your_claim_on_stronger_foundations_so_that_men_will_follow_you If_you_do_not_wish_to_die_on_a_scaffold,_like_so_many_failed_pretenders_before_you,_I_would_suggest_that_you_to_build_your_claim_on_stronger_foundations,_so_that_men_will_follow_you.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_advise_you_prove_yourself_on_the_field_of_battle_so_that_men_will_follow_you If_you_do_not_wish_to_die_on_a_scaffold,_like_so_many_failed_pretenders_before_you,_I_would_advise_you_prove_yourself_on_the_field_of_battle,_so_that_men_will_follow_you.
str_talk_is_for_heralds_and_lawyers_real_kings_prove_themselves_with_their_swords Talk_is_for_heralds_and_lawyers._Real_kings_prove_themselves_with_their_swords.
str_i_were_you_i_would_try_to_prove_myself_a_bit_more_before_i_went_about_pressing_my_claim If_I_were_you,_I_would_try_to_prove_myself_a_bit_more_before_I_went_about_pressing_my_claim.
str_trump_check_random_reg4_skill_reg3 {!}DEBUG_:_Trump_check:_random_{reg4},_skill_{reg3}
str_s12_s43 {!}{s12}_{s43}
str_indeed_please_continue Indeed._Please_continue.
str_me me
str_preliminary_result_for_political_=_reg4 {!}DEBUG_:_Preliminary_result_for_political_=_{reg4}
str_i_worry_about_those_with_whom_you_have_chosen_to_surround_yourself I_worry_about_those_with_whom_you_have_chosen_to_surround_yourself.
str_there_are_some_outstanding_matters_between_me_and_some_of_your_vassals_ There_are_some_outstanding_matters_between_me_and_some_of_your_vassals._
str_result_for_political_=_reg41 {!}DEBUG_:_Result_for_political_=_{reg41}
str_my_liege_has_his_faults_but_i_dont_care_for_your_toadies My_liege_has_his_faults_but_I_don't_care_for_your_toadies.
str_i_think_youre_a_good_man_but_im_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you I_think_you're_a_good_man,_but_I'm_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you.
str_i_am_loathe_to_fight_alongside_you_so_long_as_you_take_under_your_wing_varlots_and_base_men I_am_loathe_to_fight_alongside_you,_so_long_as_you_take_under_your_wing_varlots_and_base_men.
str_ill_be_honest__with_some_of_those_who_follow_you_i_think_id_be_more_comfortable_fighting_against_you_than_with_you I'll_be_honest_--_with_some_of_those_who_follow_you,_I_think_I'd_be_more_comfortable_fighting_against_you_than_with_you.
str_i_say_that_you_can_judge_a_man_by_the_company_he_keeps_and_you_have_surrounded_yourself_with_vipers_and_vultures I_say_that_you_can_judge_a_man_by_the_company_he_keeps,_and_you_have_surrounded_yourself_with_vipers_and_vultures.
str_you_know_that_i_have_always_had_a_problem_with_some_of_our_companions You_know_that_I_have_always_had_a_problem_with_some_of_our_companions.
str_politically_i_would_be_a_better_position_in_the_court_of_my_current_liege_than_in_yours Politically,_I_would_be_a_better_position_in_the_court_of_my_current_liege,_than_in_yours.
str_i_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege I_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege
str_militarily_youre_in_no_position_to_protect_me_should_i_be_attacked_id_be_reluctant_to_join_you_until_you_could Militarily,_you're_in_no_position_to_protect_me,_should_I_be_attacked._I'd_be_reluctant_to_join_you_until_you_could.
str_militarily_when_i_consider_the_lay_of_the_land_i_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family Militarily,_when_I_consider_the_lay_of_the_land,_I_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_i_dont_mind_a_good_fight_but_i_like_to_have_a_chance_of_winning Militarily,_you're_in_no_position_to_come_to_my_help,_if_someone_attacked_me._I_don't_mind_a_good_fight,_but_I_like_to_have_a_chance_of_winning.
str_militarily_you_would_have_me_join_you_only_to_find_myself_isolated_amid_a_sea_of_enemies Militarily,_you_would_have_me_join_you,_only_to_find_myself_isolated_amid_a_sea_of_enemies.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_youd_let_me_be_cut_down_like_a_dog_id_bet Militarily,_you're_in_no_position_to_come_to_my_help,_if_someone_attacked_me._You'd_let_me_be_cut_down_like_a_dog,_I'd_bet.
str_militarily_i_wouldnt_be_any_safer_if_i_joined_you Militarily,_I_wouldn't_be_any_safer_if_I_joined_you.
str_militarily_i_might_be_safer_if_i_joined_you Militarily,_I_might_be_safer_if_I_joined_you.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_very_high Finally,_one_should_always_think_carefully_about_retracting_one's_allegiance,_even_if_there_is_good_reason,_as_it_is_not_good_to_get_a_name_as_one_who_changes_lieges_easily._In_this_case,_the_cost_to_my_reputation_would_be_very_high.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_significant Finally,_one_should_always_think_carefully_about_retracting_one's_allegiance,_even_if_there_is_good_reason,_as_it_is_not_good_to_get_a_name_as_one_who_changes_lieges_easily._In_this_case,_the_cost_to_my_reputation_would_be_significant.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_however_many_men_would_understand Finally,_one_should_always_think_carefully_about_retracting_one's_allegiance,_even_if_there_is_good_reason,_as_it_is_not_good_to_get_a_name_as_one_who_changes_lieges_easily._In_this_case,_however,_many_men_would_understand.
str_chance_of_success_=_reg1 {!}DEBUG_:_Chance_of_success_=_{reg1}%
str_random_=_reg3 {!}DEBUG_:_Random_=_{reg3}
str_i_will_not_have_it_be_said_about_me_that_i_am_a_traitor_that_is_my_final_decision_i_have_nothing_more_to_say_on_this_matter I_will_not_have_it_be_said_about_me_that_I_am_a_traitor._That_is_my_final_decision._I_have_nothing_more_to_say_on_this_matter.
str_i_am_pledged_to_defend_s14_i_am_sorry_though_we_may_meet_on_the_battlefield_i_hope_that_we_will_still_be_friends I_am_pledged_to_defend_{s14}._I_am_sorry._Though_we_may_meet_on_the_battlefield,_I_hope_that_we_will_still_be_friends.
str_i_really_cannot_bring_myself_to_renounce_s14_i_am_sorry_please_lets_not_talk_about_this_any_more I_really_cannot_bring_myself_to_renounce_{s14}._I_am_sorry._Please,_let's_not_talk_about_this_any_more.
str_however_i_have_decided_that_i_must_remain_loyal_to_s14_i_am_sorry However,_I_have_decided_that_I_must_remain_loyal_to_{s14}._I_am_sorry.
str_however_i_will_not_let_you_lead_me_into_treason_do_not_talk_to_me_of_this_again However,_I_will_not_let_you_lead_me_into_treason._Do_not_talk_to_me_of_this_again.
str_its_not_good_to_get_a_reputation_as_one_who_abandons_his_liege_that_is_my_decision_let_us_speak_no_more_of_this_matter It's_not_good_to_get_a_reputation_as_one_who_abandons_his_liege._That_is_my_decision._Let_us_speak_no_more_of_this_matter.
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more I've_decided_to_stick_with_{s14}._I_don't_want_to_talk_about_this_matter_any_more.
str_lord_pledges_to_s4 {!}DEBUG_:_Lord_pledges_to_{s4}
str_lord_recruitment_provokes_home_faction {!}DEBUG_:_Lord_recruitment_provokes_home_faction
str_error__wrong_quest_type {!}ERROR_-_Wrong_quest_type
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in You_are_challenging_me_to_a_duel?_How_droll!_As_you_wish,_{playername},_it_will_be_good_sport_to_bash_your_head_in.
str_call_me_coward_very_well_you_leave_me_no_choice Call_me_coward?_Very_well,_you_leave_me_no_choice.
str_reg3_hours {reg3}_hours.
str_hour hour.
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16 However,_circumstances_have_changed_since_we_made_that_decision,_and_I_may_reconsider_shortly._{s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing I_wish_to_marry_your_{s11},_{s10}._I_ask_for_your_blessing.
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help I_wish_to_marry_your_{s11},_{s10}._I_ask_for_your_help.
str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held You_plan_to_marry_{s3}_at_a_feast_hosted_by_{s4}_in_{s5}._You_should_be_notifed_of_the_feast_as_soon_as_it_is_held.
str_your_s11_ your_{s11},_
str_i_ask_again_may I_ask_again:_may
str_may May
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course Very_well._As_far_as_I'm_concerned,_I_suppose_she_can_see_most_anyone_she_likes_-_within_reason,_of_course.
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason Very_well._An_alliance_with_you_could_be_valuable._Go_chat_with_her,_and_see_if_you_can_get_her_to_take_a_fancy_to_you._If_she_doesn't,_and_if_we_still_want_to_conclude_this_business,_then_I_can_make_her_see_reason.
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date You_have_my_blessing_to_pay_suit_to_her_--_so_long_as_your_intentions_are_honorable,_of_course._Depending_on_how_things_proceed_between_you_two,_we_may_have_more_to_discuss_at_a_later_date.
str_war_damage_inflicted_reg3_suffered_reg4_ratio_reg5 {!}DEBUG_:_War_damage_inflicted:_{reg3},_suffered:_{reg4},_ratio:_{reg5}
str_error__did_not_calculate_war_progress_string_properly {!}[ERROR_-_did_not_calculate_war_progress_string_properly
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing The_war_has_barely_begun,_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing.
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover We_have_been_hitting_them_very_hard,_and_giving_them_little_chance_to_recover.
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them The_fighting_has_been_hard,_but_we_have_definitely_been_getting_the_better_of_them.
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering They_have_been_hitting_us_very_hard,_and_causing_great_suffering.
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it The_fighting_has_been_hard,_and_I_am_afraid_that_we_have_been_having_the_worst_of_it.
str_both_sides_have_suffered_in_the_fighting Both_sides_have_suffered_in_the_fighting.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them No_clear_winner_has_yet_emerged_in_the_fighting,_but_I_think_we_are_getting_the_better_of_them.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us No_clear_winner_has_yet_emerged_in_the_fighting,_but_I_fear_they_may_be_getting_the_better_of_us.
str_no_clear_winner_has_yet_emerged_in_the_fighting No_clear_winner_has_yet_emerged_in_the_fighting.
str_s9_s14 {!}{s9}_{s14}
str_there_is_no_campaign_currently_in_progress There_is_no_campaign_currently_in_progress.
str_we_are_assembling_the_army We_are_assembling_the_army.
str_we_aim_to_take_the_fortress_of_s8 We_aim_to_take_the_fortress_of_{s8}.
str_we_are_on_a_raid_and_are_now_targeting_s8 We_are_on_a_raid,_and_are_now_targeting_{s8}.
str_we_are_trying_to_seek_out_and_defeat_s8 We_are_trying_to_seek_out_and_defeat_{s8}.
str_we_are_riding_to_the_defense_of_s8 We_are_riding_to_the_defense_of_{s8}.
str_we_are_gathering_for_a_feast_at_s8 We_are_gathering_for_a_feast_at_{s8}.
str__however_that_may_change_shortly_s14 _However,_that_may_change_shortly._{s14}
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14 It_is_our_custom_to_seal_any_such_alliances_with_marriage,_and_in_fact,_we_have_been_looking_for_a_suitable_groom_for_my_{s11},_{s14}.
str_once_again_ once_again_
str_cheat__marriage_proposal Cheat_-_marriage_proposal
str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast You_plan_to_marry_{s4}._As_you_have_no_family_in_Calradia,_he_will_organize_the_wedding_feast.
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34 {s43}_Just_so_you_know,_if_you_attack_me,_you_will_be_in_violation_of_the_truce_you_signed_with_the_{s34}
str_very_well__you_are_now_my_liege_as_well_as_my_husband We_can_keep_this_short:_you_are_now_my_liege,_as_well_as_my_husband,_with_all_the_mutual_obligations_which_that_entails.
str_i_thank_you_reg39my_ladylord I_thank_you,_{reg39?my_lady:lord}.
str_now_some_might_say_that_women_have_no_business_leading_mercenary_companies_but_i_suspect_that_you_would_prove_them_wrong_what_do_you_say Now,_some_might_say_that_women_have_no_business_leading_mercenary_companies,_but_I_suspect_that_you_would_prove_them_wrong._What_do_you_say?
