dlga_bandits_awaiting_remeet:bandits_awaiting_remeet_2|De, egy dolgunk még van. Visszaadjátok a pénzt.
dlga_bandits_awaiting_remeet_2:close_window|Ó, az! Hát persze. Intézzük el.
dlga_start:kidnapped_girl_encounter_1|Nagyon szépen köszönöm, hogy megmentettél! Most hazaviszel a családomhoz?
dlga_kidnapped_girl_encounter_1:kidnapped_girl_join|Igen. Gyere velem. Hazamegyünk.
dlga_kidnapped_girl_join:close_window|Sajnos nincs hely számomra a seregedben.
dlga_kidnapped_girl_join:close_window.1|Oh, valóban? Nagyon köszönöm!
dlga_kidnapped_girl_encounter_1:kidnapped_girl_wait|Várj itt egy kicsit. Visszajövök érted.
dlga_kidnapped_girl_wait:close_window|Oh, kérem, {uram/hölgyem}, ne hagyjon itt egyedül!
dlga_merchant_quest_about_job_2:lost_kidnapped_girl|Sajnos idefele jövet elvesztettem a lányt...
dlga_lost_kidnapped_girl:lost_kidnapped_girl_2|Ó ne! Hogy mondom ezt el a barátomnak?
dlga_lost_kidnapped_girl_2:lost_kidnapped_girl_3|Sajnálom. Semmit nem tehettem. 
dlga_lost_kidnapped_girl_3:lost_kidnapped_girl_4|Cserbenhagytál, {playername}, pedig megbíztam benned. Elmondom az embereknek az alkalmatlanságodat e megbízással kapcsolatban. És persze kérem vissza a váltságdíjként átadott {reg8} dénárt is.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5a|Természetesen. Itt van...
dlga_merchant_quest_about_job_5a:close_window|Legalább annyi tisztesség van benned, hogy visszaadd a pénzt.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5b|Sajnálom, nincs nálam ennyi pénz.
dlga_merchant_quest_about_job_5b:close_window|Azt várod, hogy elhiggyem? Vissza fogod fizetni a váltságdíjat! Menj, és hozd ide azt a pénzt, azonnal!
dlga_merchant_quest_requested:merchant_quest_persuade_peace_1|A háború {s14} és {s15} között a pusztulás szélére sodorta városunkat. A karavánjainkat még azelőtt kifosztják, hogy elérnék a célállomásukat. A kereskedőink félnek elhagyni a városfalak biztonságát. És ha ez nem volna elég, a háborús kiadások fedezésére szolgáló adók minden megtakarított pénzünket elvitték. Ha hamarosan nem lesz béke, nem bírjuk ki már sokáig.
dlga_merchant_quest_persuade_peace_1:merchant_quest_brief|Igazad van. De ki tudja megállítani ezt a háborúnak nevezett őrületet?
dlga_merchant_quest_persuade_peace_1:merchant_quest_persuade_peace_reject|A te kötelességed a nemeseket támogatni a háborús törekvéseikben. Nem kéne panaszkodnod emiatt.
dlga_merchant_quest_persuade_peace_reject:close_window|Hah! A nemesek a pénzsóvárságuk és a dicsőségálmaik miatt vívják a háborúikat. Az igazi terhet a hozzánk hasonló szegény, becsületes emberek viselik. 
dlga_merchant_quest_brief:merchant_quest_persuade_peace_3|Voltak kísérletek a két fél összebékítésére és egy megállapodás elérésére, ám vannak mindkét oldalon olyan nagy hatalmú urak, akiknek érdeke a háború folytatása. Ezek az emberek arra ösztönzik a többieket, hogy ne hallgassanak a józan észre, és folytassák a harcot. Míg e vezetők befolyása megmarad, nincs remény a békeszerződésre.
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4|Kik ezek a háborúpártiak, akik a béke útjában állnak?
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4.1|Kik ezek az urak, akiről beszélsz?
dlga_merchant_quest_persuade_peace_4:merchant_quest_persuade_peace_5|{s15} oldalán {s12}, és {s14} részéről {s13}. Míg ők meg nem gondolják magukat, vagy el nem vesztik befolyásukat, nem lesz esély a két oldal kibékülésére.
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6|És mit tehetünk ez ügyben?
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6.1|Sajnos úgy tűnik, semmit nem tehetünk.
dlga_merchant_quest_persuade_peace_6:merchant_quest_persuade_peace_7|Van egy mód az ügy megoldására. Egy fölöttébb eltökélt ember meggyőzhetné egyik vagy akár mindkét urat a békeajánlat elfogadására. És ha ez nem sikerül, még mindig le lehetne győzni őket erővel, vagy foglyul ejteni. Ha fogságba kerülnek, elvesztik befolyásukat, és többé nem emelhetik fel szavukat a megállapodás ellen. Nos, mit gondolsz? Meg tudnád tenni?
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8|Nehéznek tűnik. De megpróbálom.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.1|Ha jól megfizettek, lehet róla szó.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.2|Felejtsd el. Ez nem az én problémám.
dlga_merchant_quest_persuade_peace_8:merchant_quest_persuade_peace_9|A város legtöbb kereskedője örömmel kinyitja a pénzes zacskóját, hogy támogasson egy ilyen tervet. Azt hiszem, össze tudnánk adni {reg12} dénárt. Szívesen felajánljuk jutalomként ezt az összeget, ha megoldod a dolgot. Győzd meg {s12} és {s13} urakat a békemegállapodás elfogadásáról, és ha bármelyikük túl makacsnak bizonyul, gondoskodj róla, hogy fogságba essen, és addig ne is lehessen kiváltani, míg a békeszerződés létre nem jön.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_10|Rendben van. Megteszem, ami tőlem telik.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_no|Sajnálom, ezt nem tudom megtenni.
dlga_merchant_quest_persuade_peace_10:close_window|Nagyszerű. Áldásunk elkísér. Remélem, sikerül valamit intézned azzal a két vén szamárral. Várunk rád, és bízunk a kedvező hírekben.
dlga_merchant_quest_persuade_peace_no:close_window|Ne mondj mindjárt nemet! Gondolkozz rajta egy kicsit. Ha van olyan ember, aki képes erre, az te vagy.
dlga_merchant_quest_requested:merchant_quest_deal_with_night_bandits|Van bizony! Egy csapat bandita háborgatja a várost, és én egyszerűen nem tudom, mihez kezdjek velük. Az éjszaka leple alatt megtámadják és kirabolják a városiakat, és amikor az őrök végül felbukkannak, olyan gyorsan elillannak, mint a kámfor. Még egyet sem sikerült elkapnunk közülük. Csak magányos embereket támadnak meg, soha nem mernek mutatkozni egy csoport előtt. Szükségem van valakire, aki képes egyedül szembeszállni e gazemberekkel, és legyőzni őket. Ez látszik az egyetlen lehetőségnek, hogy a törvény elé állítsuk őket. Elvállalod a feladatot?
dlga_merchant_quest_brief:merchant_quest_deal_with_night_bandits|Zsiványok csapata árasztotta el a várost és már fogytán vagyok minden erőmnek a velük való küzdelemtől. Az éj leple alatt lesben állva rabolják ki a város polgárait, majd villámgyorsan köddé válnak, mire felbukkannak az őrök. Még egyiküket sem sikerült elkapnunk. Csak a magányos embereket támadják és sosem mutatkoznak, ha csoporttal találnák szembe magukat. Szükségem van valakire, aki egyedül is képes szembeszállni velük és legyőzni őket. Csak ilyen módon szolgáltathatunk igazságot. Készen állsz a feladatra?
dlga_merchant_quest_deal_with_night_bandits:deal_with_night_bandits_quest_taken|Banditákat ölni? Persze hogy!
dlga_merchant_quest_deal_with_night_bandits:merchant_quest_stall|Elnézést, de nem érdekel.
dlga_deal_with_night_bandits_quest_taken:mayor_pretalk|Nagy súlyt veszel le ezzel a vállamról, {playername}. Ha sikerrel jársz, busás jutalom vár rád. Csak ne ölesd meg magad, rendben?
dlga_merchant_quest_requested:merchant_quest_brief.6|Az egyik helyi kereskedő marhapásztort keres, aki elhajtja a gulyáját {s13} piacára.
dlga_merchant_quest_brief:move_cattle_herd_quest_brief|A gulyának {s13} piacán kell lennie 30 napon belül. Minél előbb, annál jobb, de semmiképpen nem lehet 30 napon túl. Ha megteszed, {reg8} dénárt fizetek a fáradozásodért. Érdekel?
dlga_move_cattle_herd_quest_brief:move_cattle_herd_quest_taken|Persze, el tudom hajtani a csordát {s13} piacára.
dlga_move_cattle_herd_quest_brief:merchant_quest_stall|Sajnálom, de nem.
dlga_move_cattle_herd_quest_taken:mayor_pretalk|Pompás. A gulyát megtalálod a városon kívül. Amint eljuttattad az állatokat {s13} piacára, térj vissza hozzám, és kifizetlek.
dlga_merchant_quest_requested:mayor_pretalk|Attól félek, jelenleg nem tudok munkát ajánlani számodra.
dlga_start:village_elder_deliver_cattle_thank|Jó {uram/hölgyem}, a falunk hálás a segítségedért. A(z) {reg5} marhának köszönhetően, amelyet hoztál, saját csordát tenyészthetünk.
dlga_village_elder_deliver_cattle_thank:village_elder_talk|Jó {uram/hölgyem}, kérlek, van valami, amit tehetek érted?
dlga_start:village_elder_talk|Jó napot, {uram/hölgyem}! Én, mint {s9} falu elöljárója, köszöntelek.
dlga_start:village_elder_talk.1|Üdvözöllek {s9} faluban, jó {uram/hölgyem}. Örömmel fogadtuk a hírt, hogy te vagy szerény falunk új {ura/úrnője}. Én vagyok a falu elöljárója, és megtiszteltetésnek veszem, ha bármiben szolgálatodra állhatok.
dlga_start:village_elder_talk.2|{Uram/Úrnőm}, megtiszteled szerény falunkat jelenléteddel!
dlga_start:village_elder_talk.3|Jó napot, {uram/hölgyem}!
dlga_village_elder_pretalk:village_elder_talk|Van még valami, amit tehetek érted?
dlga_village_elder_talk:village_elder_ask_fugitive|Egy {s4} nevű embert keresek. Úgy hallottam, itt bujkál.
dlga_village_elder_ask_fugitive:village_elder_pretalk|Idegenek jönnek-mennek a falunkban, {uram/hölgyem}. De kétlem, hogy ily késő éjjeli órán belebotlanál. Talán nappal több szerencsével járnál.
dlga_village_elder_ask_fugitive:close_window|Idegenek jönnek-mennek a falunkban, {uram/hölgyem}. Ha itt rejtőzködik, bizonyára megtalálod, ha körülnézel.
dlga_village_elder_talk:village_elder_active_mission_1|A feladatról, amivel megbíztál...
dlga_village_elder_talk:village_elder_request_mission_ask|Van valami feladat, amiben segíthetek?
dlga_village_elder_talk:village_elder_trade_begin|Szeretnék némi ellátmányt vásárolni. Arannyal fizetek.
dlga_village_elder_trade_begin:village_elder_trade_talk|Természetesen, {uram/hölgyem}. Termékeket akarsz vásárolni, vagy marhát?
dlga_village_elder_trade_talk:village_elder_trade|Élelmet és felszerelést szeretnék venni.
dlga_village_elder_trade:village_elder_pretalk|Van némi élelem és felszerelés a raktárunkban. Jer, nézz körül!
dlga_village_elder_trade_talk:village_elder_buy_cattle|Marhát szeretnék venni.
dlga_village_elder_trade_talk:village_elder_pretalk|Meggondoltam magam. Nem akarok semmit venni.
dlga_village_elder_talk:village_elder_ask_enemies|Láttál errefelé bármilyen ellenséget mostanában?
dlga_village_elder_ask_enemies:village_elder_pretalk|Sajnálom, {uram/hölgyem}. Nem láttunk semmiféle sereget ezen a környéken, és nem is hallottunk ilyenről.
dlga_village_elder_ask_enemies:village_elder_tell_enemies|Hm. Hadd gondolkodjam...
dlga_village_elder_tell_enemies:village_elder_tell_enemies|{s1} {s2}
dlga_village_elder_tell_enemies:village_elder_pretalk|Nem, {uram/hölgyem}. Nem láttunk semmilyen sereget ezen a környéken egy ideje.
dlga_village_elder_tell_enemies:village_elder_pretalk.1|Nos, azt hiszem, ez volt minden.
dlga_village_elder_talk:village_elder_ask_set_fire|Gyújts nagy tüzet a falu határában.
dlga_village_elder_ask_set_fire:close_window|Már meg is egyeztünk, {uram/úrnőm}. Mindent megteszek. Megbízhatsz bennem.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_1|Tüzet, {uram/úrnőm}? A tűz veszélyes! Miért kívánnál ilyesmit?
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5|Úgy hiszem, ezt a témát már megvitattuk, {uram/úrnőm}.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5.1|Erről már beszéltünk, {uram/úrnőm}, és korábbi ajánlataid alacsonyak voltak ahhoz a kockázathoz képest, amit vállalnom kellene.
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_2|Megvannak az indokaim és neked is megvan a sajátod: egy ezüsttel teli erszény. Megteszed, vagy nem? 
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_explain_plan|Tekintve a vállalt kockázatot, jogodban áll megismerni tervemet.
dlga_village_elder_ask_set_fire_explain_plan:village_elder_ask_set_fire_2|Ki akarok szabadítani egy foglyot {s4} börtönéből. Ha tüzet gyújtasz, {s4} őrei meglátják a füstöt és néhányan biztos kisietnek megnézni, mi történik.
dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_9|Ahogy óhajtod, {uram/úrnőm}. Jó barátja vagy falunknak, és bár van kockázata, örömmel viszonozzuk a szívességet. Mikor akarod meggyújtani a tüzet?
dlga_village_elder_ask_set_fire_2:close_window|Sajnálom, {uram/úrnőm}. Bocsáss meg, hogy ezt mondom, de nincs okunk arra, hogy megbízzunk benned.  Ez túl veszélyes.
dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_3|Ahogy kívánod, {uram/úrnőm}. De ezzel hatalmas kockázatot vállalunk. Mivel kecsegtet ez számunkra?
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_4|100 dénárt ajánlhatok cserébe.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6|200 dénárt ajánlhatok cserébe.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6.1|300 dénárt ajánlhatok cserébe.
dlga_village_elder_ask_set_fire_3:close_window|Felejtsük el.
dlga_village_elder_ask_set_fire_4:village_elder_talk|Ez őrület. Nem vállalhatok ilyen kockázatot.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_7|Akkor emeljük fel a jutalom összegét 200 dénárra.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6|Akkor emeljük fel a jutalom összegét 300 dénárra.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6.1|Akkor emeljük fel a jutalom összegét 300 dénárra. Ez az utolsó ajánlatom.
dlga_village_elder_ask_set_fire_5:close_window|Inkább hagyjuk.
dlga_village_elder_ask_set_fire_6:village_elder_ask_set_fire_9|Rendben, hatalmas kockázatot kell vállalnom ezzel, de megteszem. Mit szeretnél, hol üssön ki a tűz?
dlga_village_elder_ask_set_fire_7:village_elder_talk|Ilyen veszélyes dolgot nem vállalhatok 200 dénárért.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_10|Kezdd meg az előkészületeket. Egy óra múlva szeretném látni azt a tüzet. 
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_11|Akkor csináld, amikor éjfélt üt az óra. Pontosan egy órát várok.
dlga_village_elder_ask_set_fire_10:close_window|Rendben, {uram/úrnőm}. Megtesszük, amit tennünk kell. Most rajtad a sor.
dlga_village_elder_ask_set_fire_11:close_window|Ahogy óhajtod,{uram/úrnőm}. Az ég oltalmazzon.
dlga_village_elder_talk:village_elder_recruit_start|Van olyan legény ebben a faluban, aki szerencsét akar próbálni a háborúban?
dlga_village_elder_talk:close_window|[Távozás]
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2|{reg5} darab marhánk van, darabja {reg6} dénár. Mennyit akarsz vásárolni?
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2.1|Attól félek, nem maradt marha a falunkban, {uram/hölgyem}.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete|Egyet.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.1|Kettőt.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.2|Hármat.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.3|Négyet.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.4|Ötöt.
dlga_village_elder_buy_cattle_2:village_elder_pretalk|Felejtsd el.
dlga_village_elder_buy_cattle_complete:village_elder_pretalk|Megüzenem a gulyásoknak, hogy tereljék össze az állatokat, és hajtsák eléd, {uram/hölgyem}. Biztos vagyok benne, hogy elégedett leszel a vásárlással.
dlga_village_elder_recruit_start:village_elder_talk|Nem hinném, hogy bárkit is érdekelne a dolog. Tehetnék még valamit érted?
dlga_village_elder_recruit_start:village_elder_recruit_decision|Úgy hiszem, {reg5} szívesen megragadná az alkalmat, ha fizetsz 10 dénárt {reg7?fejenként a felszerelésükre:a felszerelésére}. Ez megfelel neked?
dlga_village_elder_recruit_decision:village_elder_pretalk|Mondd meg {reg7?nekik, hogy készüljenek:neki, hogy készüljön}.
dlga_village_elder_recruit_decision:village_elder_pretalk.1|Nem, most nem.
dlga_village_elder_active_mission_1:village_elder_active_mission_2|Igen, {uram/hölgyem}, haladtál vele?
dlga_village_elder_active_mission_2:village_elder_deliver_grain_thank|Igen. Hoztam {reg5} kéve gabonát. 
dlga_village_elder_deliver_grain_thank:village_elder_deliver_grain_thank_2|{Uram/Úrnőm}, megmentettél minket az éhségtől és kétségbeeséstől! Nem tudjuk eléggé megköszönni, de örökké imáinkba fogjuk foglalni nevedet. {s13} faluja nem feledi, amit értünk tettél.
dlga_village_elder_deliver_grain_thank_2:village_elder_talk|Jó {uram/úrnőm}, kérlek, tehetek érted valamit?
dlga_village_elder_active_mission_2:village_elder_active_mission_3|Még dolgozom rajta.
dlga_village_elder_active_mission_2:village_elder_mission_failed|Attól félek, nem fogom tudni teljesíteni.
dlga_village_elder_active_mission_3:village_elder_pretalk|Köszönöm, {uram/hölgyem}. Mindennap imádkozunk a sikeredért.
dlga_village_elder_mission_failed:village_elder_pretalk|Ó, sajnálattal hallom, {uram/hölgyem}. Megpróbálok mást kitalálni.
dlga_village_elder_request_mission_ask:village_elder_pretalk|Nos, {uram/hölgyem}, már kaptál tőlünk egy feladatot. Nem akarunk még egyet a nyakadba varrni.
dlga_village_elder_request_mission_ask:village_elder_pretalk.1|Nem, {uram/hölgyem}. Nincs más feladatunk a számodra.
dlga_village_elder_request_mission_ask:village_elder_tell_mission|Egy feladat?
dlga_village_elder_tell_mission:village_elder_tell_deliver_grain_mission|Jó {uram/úrnőm}. A falunk nagy megpróbáltatásokon ment keresztül mostanában. A termés gyenge volt, és nemrég könyörtelen banditák elvitték a búzát, amit a vetési idényre tettünk félre. Ha hamarosan nem jutunk búzához, nem fogjuk tudni beültetni földjeinket, és akkor a következő évben nem lesz mit ennünk. Ha tudnál nekünk segíteni, örökre lekötelezettjeid lennénk.
dlga_village_elder_tell_deliver_grain_mission:village_elder_tell_deliver_grain_mission_2|Hm. Mennyi búzára lenne szükségetek?
dlga_village_elder_tell_deliver_grain_mission:village_elder_deliver_grain_mission_reject|Ne háborgass ilyenekkel! Kérj mástól segítséget!
dlga_village_elder_tell_deliver_grain_mission_2:village_elder_tell_deliver_grain_mission_3|Úgy vélem, {reg5} zsák gabonával el tudnánk kezdeni a vetést. Remélhetőleg találunk könyörületes embereket, akik a többivel kisegítenek minket.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_accept|Rendben, megyek, és megszerzem nektek a gabonát.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_reject|Attól tartok, erre nekem nincs időm. Máshol kell segítséget keresnetek.
dlga_village_elder_deliver_grain_mission_accept:close_window|Köszönöm, {uram/hölgyem}. Éjjel-nappal imádkozni fogunk érted.
dlga_village_elder_deliver_grain_mission_reject:close_window|Persze, {uram/hölgyem}. Sajnálom, hogy háborgattalak a problémánkkal. 
dlga_village_elder_tell_mission:village_elder_tell_train_peasants_against_bandits_mission|Egy csapat bandita rengeteg szenvedést okoz nekünk. Elviszik az élelmünket és jószágainkat, és megölik, ki nem engedelmeskedik nekik azonnal. Az embereink dühösek, hogy nem tudjuk megvédeni magunkat, de mi csak egyszerű földművesek vagyunk... Ám némi segítséggel úgy vélem, néhány fickó itt több lehetne annál. Csak egy képzett harcosra lenne szükségünk, aki megtanítja nekünk, hogyan harcoljunk.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_accept|Meg tudom tanítani nektek, hogyan védjétek meg magatokat.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_reject|Nektek, parasztoknak semmi dolgotok a fegyverekkel. Csak fizessetek a banditáknak, és ennyi.
dlga_village_elder_train_peasants_against_bandits_mission_accept:close_window|Megtennéd? Ó, nagyszerű! Mélyen leköteleznél vele minket, {uram/hölgyem}. Utasítom a falusiakat, hogy gyülekezzenek itt, és vegyenek részt a kiképzésben. Ha meg tudod tanítani nekünk, miként védjük meg magunkat, megígérem, fáradozásaidért megadunk neked bármit, ami erőnkből telik.
dlga_village_elder_train_peasants_against_bandits_mission_reject:close_window|Természetesen, {uram/hölgyem}. Köszönöm a tanácsodat.
dlga_village_elder_tell_mission:village_elder_tell_deliver_cattle_mission|A banditák elhajtották teheneinket. A legelőink üresen árválkodnak. Ha lenne pár marhánk, ismét kitenyészthetnénk egy csordát.
dlga_village_elder_tell_deliver_cattle_mission:village_elder_tell_deliver_cattle_mission_2|Hány állatra van szükségetek?
dlga_village_elder_tell_deliver_cattle_mission:village_elder_deliver_cattle_mission_reject|Nincs időm ilyesmire. Kérjetek mástól segítséget.
dlga_village_elder_tell_deliver_cattle_mission_2:village_elder_tell_deliver_cattle_mission_3|Úgy vélem, {reg5} darab elegendő lenne egy kis gulyához.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_accept|Rendben, elhozom nektek a szükséges marhákat.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_reject|Attól félek, erre nekem nincs időm. Mástól kell segítséget kérnetek.
dlga_village_elder_deliver_cattle_mission_accept:close_window|Köszönjük, {uram/hölgyem}. Éjjel-nappal imádkozni fogunk érted.
dlga_village_elder_deliver_cattle_mission_reject:close_window|Persze, {uram/hölgyem}. Sajnálom, hogy háborgattalak a problémánkkal. 
dlga_village_elder_tell_mission:village_elder_pretalk|Köszönöm, {uram/hölgyem}, de most igazából nincs semmire szükségünk.
dlga_start:goods_merchant_talk|{Uram/Úrnőm}, megtiszteled szerény boltomat jelenléteddel.
dlga_start:goods_merchant_talk.1|Üdvözöllek, {uram/hölgyem}! Mit tehetek érted?
dlga_goods_merchant_pretalk:goods_merchant_talk|Még valami?
dlga_goods_merchant_talk:goods_trade_requested|Szeretnék venni pár dolgot... és talán eladni egy-kettőt.
dlga_goods_trade_requested:goods_trade_completed|Persze, persze... Tessék, nézd meg árukészletemet!
dlga_goods_trade_completed:goods_merchant_talk|Még valami?
dlga_goods_merchant_talk:trade_info_request|Milyen árut vehetnék itt, amivel más városokkal kereskedhetnék?
dlga_goods_merchant_talk:close_window|Semmi, köszönöm.
dlga_trade_info_request:trade_info_request_2|Ezt az információt leginkább karavánvezetőktől és utazó kereskedőktől szerezheted meg. Ha kívánod, megmutatom, melyik az a negyed, ahol az idegen kereskedők megszállnak, midőn városunkba érkeznek. Ha eltöltesz ott egy kis időt és jól fülelsz, rengeteget megtudhatsz arról, mit vegyél és merre add el.
dlga_trade_info_request_2:close_window|Rendben, megyek, eltöltök egy kis időt ezekkel a kereskedőkkel.
dlga_trade_info_request_2:goods_merchant_pretalk|Erre most nincs időm.
dlga_start:arena_intro_1.1|Jó napot, barátom. Ha azért jöttél, hogy megnézd a bajnoki tornákat, hiába fáradtál. 
dlga_arena_intro_1:arena_intro_2|Bajnoki tornákat? Tehát itt tornákat rendeznek...
dlga_arena_intro_2:arena_intro_3|Igen. Látnod kellene ezt a helyet valamelyik torna idején! Mindenki idejön a városból és a közeli falvakból. A tömeg őrjöng az izgalomtól. De bárhogyan is, mint mondottam, mostanában nem lesz ily esemény, így aztán nincs mit látni itt. Kivéve hébe-hóba egy hivatalos párbajt, és persze a közelharci küzdelmeket szinte mindennap.
dlga_arena_intro_3:arena_training_melee_intro|Mondj valamit ezekről a küzdelmekről!
dlga_arena_training_melee_intro:arena_training_melee_intro_2|A harcosok és lovagok unták, hogy annyit kell várniuk a következő bajnoki tornára, így aztán kitalálták ezeket a küzdelmeket. Igazából rendkívül egyszerű ötlet. A harcosok bemennek az arénába egy szál fegyverrel. Nincsenek szabályok, sem csapatok. Mindenki üti a másikat, míg csak egyetlen harcos marad állva. Nagy mókának tűnik, nem igaz?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_reward|Van jutalom is?
dlga_arena_training_melee_intro_reward:arena_training_melee_intro_2|Van bizony. Néhány tehetős városi díjat ajánlott fel azoknak a harcosoknak, akik nagy ügyességet mutatnak a küzdelmekben. Ha sikerül legyűrnöd {reg1} ellenfelet, mielőtt te is földre kerülnél, {reg11} dénár üti a markodat. {reg12} dénár jár azért, ha legalább {reg2} harcost a földre küldesz, {reg13} dénár, ha {reg3} dől ki ütéseidtől, és {reg4} dénár, ha képes vagy túlélni {reg4} ellenfelet. És ha te maradsz egyedül talpon a küzdelem végén, tiéd lehet a nagydíj, ami nem kevesebb, mint {reg15} dénár. Jól hangzik, mi?
dlga_arena_training_melee_explain_reward:arena_master_melee_pretalk|Néhány tehetős városi díjat ajánlott fel azoknak a harcosoknak, akik nagy ügyességet mutatnak a küzdelmekben. Ha sikerül legyűrnöd {reg1} ellenfelet, mielőtt te is földre kerülnél, {reg11} dénár üti a markodat. {reg12} dénár jár azért, ha legalább {reg2} harcost a földre küldesz, {reg13} dénár, ha {reg3} dől ki ütéseidtől, és {reg4} dénár, ha képes vagy túlélni {reg4} ellenfelet. És ha te maradsz egyedül talpon a küzdelem végén, tiéd lehet a nagydíj, ami nem kevesebb, mint {reg15} dénár. Jól hangzik, mi?]
dlga_arena_training_melee_intro_2:arena_training_melee_intro_3|Én is csatlakozhatok?
dlga_arena_training_melee_intro_3:arena_master_melee_talk|Haha! Bolond is lennél, ha nem tennéd. Persze. A közelharci küzdelmek mindenki előtt nyitva állnak. Nemsokára kezdődik is egy. Beszállhatsz, ha akarsz.
dlga_start:arena_master_intro_1|Üdv! Újnak tűnsz itt. Megtudhatom a neved?
dlga_arena_master_intro_1:arena_master_intro_2|{playername} vagyok.
dlga_arena_master_intro_2:arena_master_pre_talk|Örülök a találkozásnak, {playername}. Én vagyok {s1} tornamestere. Velem kell beszélned, ha csatlakozni akarsz a harchoz.
dlga_start:arena_master_fight_result|.
dlga_arena_master_fight_result:arena_master_pre_talk|Hehe, ezek aztán a csinos kis sebek! De egyet se félj, mindenkit elagyabugyálnak egyszer. A legfontosabb dolog, hogy felállj, leporold magad, és folytasd a harcot. Így tesznek az igazi bajnokok.
dlga_arena_master_fight_result:arena_master_pre_talk.1|Hé te, sikerült leküzdened {reg8} ellenfelet! Nem rossz, de ezért még nem jár neked jutalom. Nos, ha a helyedben lennék, visszamennék, és megmutatnám mindenkinek, mit tudok...
dlga_arena_master_fight_result:arena_master_pre_talk.2|Jól harcoltál odalent. Szép mozgások. Határozottan ígéretesnek tűnsz. És kiérdemeltél {reg10} jutalmat {reg8} ellenfél legyőzéséért.
dlga_arena_master_fight_result:arena_master_pre_talk.3|Remek harcot vívtál odalent! Nem kevesebb, mint {reg8} ellenfélen sikerült felülkerekedned. Természetesen ezért jár a jutalom, {reg10} dénár.
dlga_arena_master_fight_result:arena_master_pre_talk.4|Elképesztő volt, amit csináltál! Nem kétséges, hogy nagyon képzett harcos vagy. Nem mindenki képes legyűrni {reg8} embert a küzdelmekben. Kétségkívül megérdemled a jutalmadat ezért: {reg10} dénárt. Szép, mi?
dlga_arena_master_fight_result:arena_master_pre_talk.5|Pokolian nagy meccs volt, {playername}! Nagyon jól mozogsz, kiváló a technikád és taktikád. Megérdemled a jutalmad, {reg10} dénárt a {reg8} ellenfél legyőzéséért.
dlga_arena_master_fight_result:arena_master_pre_talk.6|Gratulálok, bajnok! Emlékezetes harcot vívtál. Te lettél az utolsó állva maradt harcos, minden ellenfeledet legyűrve. Természetesen tiéd a küzdelem fődíja: {reg10} dénár.
dlga_start:arena_master_pre_talk|Jó újra látni téged.
dlga_arena_master_pre_talk:arena_master_talk|Mit szeretnél csinálni?
dlga_arena_master_talk:arena_master_melee_pretalk|A közelharci küzdelmekről...
dlga_arena_master_talk:arena_master_ask_tournaments|Lesz bajnoki torna a közeli városokban mostanában?
